Airtel,Asian Paints,Axis bank,Coal India,LT,Reliance,SBI,Tata Motors,Tata steel,Wipro
406.5,1204.9,502.5,253.7,1519.2,1633,277.3,387.4,651.05,297.2
415.85,1196.5,502.35,246.4,1515.9,1611.35,277.8,384.4,646.1,297.35
422.45,1214.55,507.65,238.35,1502.4,1609.35,277.7,390.7,649.9,296.8
427.85,1168.15,500.65,238,1507.65,1593.5,277.35,376.6,638,299.05
429.2,1153.3,504.7,241.5,1513.85,1564.15,276.9,378.55,638.65,291.65
428.4,1151.9,503.65,238.2,1473.85,1531.75,276.7,376.35,630.15,290.95
434.95,1155.25,510.75,243.3,1456.2,1565.8,279.3,379.2,636.7,290.9
432.85,1136.35,505.6,241.2,1427.85,1567.4,280.45,384,638.95,289.6
431.8,1140.25,503,241.05,1457.35,1581.3,278.75,380.1,633.4,290.85
421.65,1129.85,499.15,240.05,1473,1563.35,274.1,373.35,619.3,290.25
419,1135.45,494.15,239.05,1475.6,1565.8,274.65,374.55,621.95,288.35
421.6,1139.9,490.7,243.3,1492.1,1575.4,278.65,380.7,625.4,288.2
416.55,1133.6,496.8,247.05,1490.4,1566.05,280.75,385.05,625.85,288.8
406.65,1142.4,499.1,237.05,1482.65,1566.95,282.9,389.05,629.75,290
408.55,1154,491.25,238.65,1502,1573.15,278.05,375.65,621.25,289
414.65,1144.45,489.95,235.85,1505.45,1546.55,280.65,374.4,596.15,289.9
416.25,1152.25,486.9,239.05,1488.4,1584.05,296.55,380.9,604.55,288
416.6,1155.25,488.65,242.55,1474.2,1598.85,302.2,416.75,605,286.75
418,1145.65,499.3,244.6,1482.5,1603.4,303.85,430.4,615.75,287.45
417.7,1149.6,506,251.3,1497.6,1616.6,311.1,430.45,600,288.5
420.95,1156.8,508.45,249.2,1507.35,1622.5,305.45,435.1,575.5,289.3
424.25,1146.4,506,241.85,1512.65,1651.55,300.75,431.85,559.55,289.65
415.9,1143.75,516.4,250.25,1470.35,1629.1,307.65,439.5,567.95,294.35
416.45,1148.1,516.15,252.2,1477.85,1603.55,308.8,446.9,572,294.25
417.8,1159.45,518.85,249.15,1504.1,1613.85,312.55,444.5,567.55,289
413.35,1152.85,515,251.65,1493.8,1594.25,299.2,446.3,551.6,288.9
416,1148.55,524.7,256,1558,1598.35,298.3,445.65,561,290.1
426.25,1133.55,528.85,260.1,1576.95,1621.9,295.75,456.75,565.4,289.95
427.6,1151.95,544.65,258.55,1601.2,1603.35,296.25,456.15,553.1,289.85
420.2,1156.05,534.3,261.35,1591.4,1616.1,294.45,463.6,547.45,291.8
411.15,1155.85,540.2,262.25,1585.45,1586.2,290.35,464.6,552.6,286.4
419.75,1156.9,540.3,255.45,1573.95,1528.7,290.65,460.2,555.9,269
421.35,1156.1,520.15,255.05,1556.25,1533.5,293.2,460.55,571,271.25
408.25,1146,517,248.45,1571.4,1519.9,290.45,456.05,562.8,268.65
408.6,1125.5,510.95,247.2,1573.25,1551.35,292.8,454.3,558.85,267.6
405.6,1118.1,513.1,250.55,1574.95,1531.05,291.6,451.9,559.5,259.5
402.95,1124.15,512,253.45,1586,1518.85,288.6,458.4,563,264.2
397.2,1132.7,507.3,253.75,1563.85,1510.5,287.4,460.95,558.85,263.95
395.45,1130.2,507.5,254.4,1549.15,1495.2,283.6,456.95,557.05,263.35
405.4,1130.7,509.75,259.2,1568,1492.45,285.55,446.75,559.2,268.5
384.65,1117.15,503.3,251.05,1559.35,1490.8,280.2,436.8,553.8,256.6
381.4,1130.7,509.65,251.25,1531.75,1441.4,280.9,437.1,554.35,257.1
376.3,1126.3,513.8,247.5,1554.05,1439.8,275,432.05,549.75,257.55
379.3,1108.75,509,246.85,1574.65,1422.7,273,427.65,546.35,259.9
381.85,1118.2,517.75,248.95,1565.2,1384.1,274.7,430.65,549.4,259.35
379.15,1104.15,516.1,244.2,1540.65,1380.25,273.6,432.5,544.35,258.75
382.6,1103.7,511.7,245.2,1496.2,1392.9,272.55,435.95,534.7,259.25
377.35,1109.15,494.5,245.8,1481.8,1398.5,276.4,442.15,519.9,258.4
371.8,1134,492.8,244.75,1473.1,1435.9,279.4,441.55,510.45,256
365.9,1153.95,504.6,245.4,1467.5,1435,288.85,443.1,507.4,256.85
365.45,1163.7,507.9,246.2,1433.6,1433.15,294.55,452.8,514.55,254.65
366.05,1155.5,507.55,250.75,1497.35,1418.1,290.2,457.3,517.65,255.9
366,1150.8,511.8,254.15,1490.55,1412.25,290,467.15,522.2,254.05
367.05,1153.65,519.9,253.9,1494.7,1409.15,288.5,452.3,519.3,254.35
364.75,1144.8,510,255.4,1505.65,1387.85,285.85,455.5,502.1,254.95
365,1141.2,508.05,254.4,1478.2,1384.5,284.05,448.45,502.65,260.8
365.1,1148.5,508.2,257.3,1491.85,1355.9,284.35,451.6,502.85,256.05
363.55,1150.4,506.3,258.85,1509.95,1312.6,283.8,449.6,508.6,259.35
365.4,1150.4,507.4,260.25,1460.55,1319.35,285.05,456.5,507.35,526.3
367.9,1154.3,513.45,261.65,1464.9,1335.5,288.5,467.2,506.3,536.75
368.4,1143.6,514.7,262.7,1487.1,1329.9,288.8,460.75,498.95,545.55
372.7,1162.3,513.3,263.95,1492.3,1339.2,290.75,457.95,491.05,548.85
368.35,1154.6,510.35,262.9,1510.65,1313.4,287.25,460.9,490,560.65
372.35,1162.05,513.05,264.3,1488.05,1328.9,287.35,478,491.2,555.6
373.15,1162.85,507.85,268.8,1468.1,1324.75,287.4,478.55,491.6,551.95
367.15,1158.95,509.5,265.1,1461,1328.5,287.35,476.4,497.9,541.75
371.8,1152.6,514.2,263.3,1478.35,1340.6,288.55,476.2,504.9,537.15
369.75,1158.5,512.75,267.1,1466.75,1358.85,288.8,481.45,510.7,535.45
373.05,1145.15,505.95,267.65,1474.3,1356.55,284.4,480.4,507.8,534.4
373.7,1131.9,511.4,268.35,1486.45,1335.8,288.45,480.75,511.8,538.9
369.55,1112.35,506.35,265.95,1474.55,1302.9,290,475.45,485.3,534.95
368.5,1093,499.2,262.1,1472.6,1297,283.15,469.45,482.95,524.95
371.45,1099.45,500.7,268,1291.3,1304.4,289.15,450.1,490.4,525.4
371.9,1115.15,502.05,274.25,1241.4,1323.75,294.4,448.4,486.6,520.7
372.55,1122.2,500.85,277,1240.85,1318.5,308.15,442.95,489.4,519.3
370.8,1150.15,491.85,276.5,1257.6,1327.05,302.95,438.2,486.8,523.6
376,1153.85,502.65,276.5,1267,1352.4,307.65,449.65,493.35,506.05
374.7,1143.75,501.6,275.2,1309.4,1356.4,307,437.3,457,514.8
363.85,1147.25,500,277.65,1293.4,1343.65,300.45,431.85,455.75,506.25
364.9,1132.3,502.6,276.2,1283.2,1350.85,297.15,430.4,436.75,506.8
366.1,1167.8,517.1,274.95,1287.15,1356.7,298,427.4,440.4,504.8
372.7,1157.65,526,278.3,1317.65,1359.5,294.6,432.05,437.9,500.35
345.5,1165.2,517.3,278.1,1324,1330.6,296,426.7,433.45,508.7
351.25,1166.9,511.1,279,1318.6,1321.95,298.65,423.25,432,502.6
344.65,1146.2,504.9,278.95,1294.35,1328.6,295.95,419.75,433,498.45
345.9,1130.35,518.9,279.85,1260.05,1358.75,298.8,436.5,442.65,498.8
346.45,1115.9,500.7,279.35,1273.45,1370.25,289.35,446.65,440.65,496.15
347.5,1115.7,505.15,275.25,1246.05,1370.9,288.25,451.65,445.25,495
354.6,1119.6,509.6,276.85,1250.85,1394.8,289.45,457.8,448.85,494.1
357.95,1102.65,505.95,274.65,1248.1,1408.05,281.95,455.95,445.75,495.7
357.95,1105.05,517.3,276.9,1253.55,1416.35,286.4,450.8,454.25,490.6
354.15,1097.05,515.15,278.35,1259.6,1432.5,286,445.6,453.95,494.55
343.25,1068.4,498.2,277.55,1277.3,1416.4,285.55,445.1,450.95,491.8
342.85,1062.9,485.8,277.2,1281,1399.75,282.15,440.4,450.9,493.2
342.6,1058.35,487.95,280.35,1265.45,1369.4,284.9,444,454,500
340,1049.1,499.25,282.55,1263.1,1369.85,284.2,443.55,451.45,498.2
338.55,1040.95,498,279.1,1251.65,1370.45,290.15,444.1,450.25,493.95
341.15,1058.7,502.45,285.8,1264.1,1391,289.65,449.5,462.05,491.8
340.55,1077.65,506.7,290.95,1249.3,1364.35,291,452.95,464,494.8
351.2,1072.4,505.7,289.9,1235.55,1354.15,290.1,465.2,477.95,501
350.2,1072.85,513.65,289.2,1222.55,1374.1,293.7,472.75,488.3,509.95
345.5,1060.05,510.75,287.25,1212.8,1381.05,289,475.05,495.45,503.35
344.5,1080.65,503.8,283.95,1190.65,1405.55,289.4,468,492.9,511.75
341.65,1085,508.7,286.65,1182.5,1438.35,292.7,473.05,501.65,513.4
344.6,1080.45,506.5,290,1209.55,1414.9,296.7,473.55,493.35,510.55
341.65,1091.1,498.8,295,1194.95,1371.2,293.15,470.45,485.35,507.1
349.95,1071.2,490.8,292.8,1235.75,1319.2,292.6,465.95,482.65,515.35
350.65,1069.25,499.05,290.15,1238.3,1269.35,290,468.4,478.15,515.75
344.9,1068.15,503.95,294.05,1216.2,1254.7,287.75,469.1,483.35,510
340.65,1057.65,502.95,290.95,1226.75,1245.65,282.15,472.4,479.9,507.55
338.6,1043.9,487.2,291.9,1193.2,1250.75,279.35,465.5,477.65,503.45
340.4,1066,489.2,298.05,1205.9,1286.2,276.05,470.5,493.2,512.5
338.4,1061.6,488.1,295.7,1241.75,1274.1,268.5,471.8,495.45,509.55
338.5,1060,484.5,292.25,1237.1,1259.5,267.65,459.9,488.75,501.55
349.6,1067.45,488,292.8,1227.8,1263.8,272.3,473.35,496.6,497.6
349.45,1077.85,504.55,291.95,1199.25,1280.35,274,476.05,496.75,496.85
346.8,1078,517,289.75,1193.8,1300.65,274.1,476.35,502.05,503.75
360.25,1087.6,513.6,292,1182.85,1297.35,278.95,480.4,499.15,499.55
363.15,1063.9,511.75,293.05,1181.1,1304.4,277.4,473.35,478.55,493.5
361.35,1069.1,511,295.55,1183.75,1289.4,274.7,469.65,472.7,500.45
364.8,1029.9,515.55,316.55,1185.8,1281.4,272.05,468.95,467.8,486.95
360.4,1031.1,516.1,318.2,1186,1287.35,273.2,467.6,469.5,484.2
360.75,1022.2,510.2,320.15,1212.95,1291.9,269.7,462.65,472.9,493.9
361.2,1022.85,511.7,322.85,1187.3,1304.8,268.05,467.1,482,493.8
362.05,1026.75,518.35,323.7,1193.75,1304.9,269.9,470.7,492.95,491.85
355.6,1014.5,512.8,321.65,1206.15,1258.45,265.15,460.1,495,492.4
356.4,1028.3,506.3,321.6,1137.8,1233.25,267,461.05,495.05,489.25
362.6,1030.8,513.3,321,1123.75,1234.15,271.95,449.1,500.3,488.15
365.15,1024.45,506.15,321.8,1079.25,1238.25,269.2,456.15,482.65,488.5
355.7,1001.55,508.85,330,1110.7,1238.6,268.15,457.3,480.85,488.8
366.05,1008.8,527.65,328.5,1086.9,1182.6,270.5,462,485.1,485.55
361.15,1020.05,524.45,328,1113.25,1207.65,271.8,460.15,483.3,473.55
362.95,991.15,504.6,319.6,1130.1,1088.25,270.65,458.95,490.6,475.55
375.65,975.4,480.6,320.05,1150.45,1073.7,269.25,455.5,486.7,475.55
369.5,960.95,489,316.55,1151.25,1075.35,268.8,452.7,467.95,475.7
366.2,969.75,493,318.25,1149.25,1064.95,270.4,445.9,469.8,480.6
365.35,981.35,487.95,320.05,1122.15,1050.9,268.65,436.55,460.1,474.6
369,980.3,487.05,320,1107.9,1048.25,270.5,486.8,472.25,474.9
358.15,984.3,490.35,320.95,1149.15,1028.35,271.4,505.4,472.5,474.95
357.75,992.7,488.5,324.75,1053.7,1030.3,276.25,509.4,467.75,468.1
355.5,1002.35,484.95,322.2,1092.3,1032.7,275.85,512.8,459.9,464.65
352.8,997.75,487.5,321.75,1122.6,1025.65,277.3,513,470.7,460.1
352.15,996.8,492.6,315.6,1114.45,1030.7,277.5,506.8,473.25,457.55
354.6,991.85,496.95,324.95,1130.25,1040.1,277.05,525.3,472.6,461.05
353.65,985.35,489.65,326.05,1139.65,1033.7,277.4,522.5,471.95,456.7
353.5,989.1,482.45,320.25,1136.05,1044.75,272.7,530.85,476.5,455.2
345.05,990.35,475.9,313.05,1107.45,1049.2,270.3,541.7,473.35,455.25
347.9,970.8,465.9,309.9,1121.6,1043.4,260,523.6,462.4,457.1
347.65,971.45,472.4,314.75,1122.15,1044.15,263,532.5,461.95,464.65
323.45,969.1,472.75,316.8,1102.2,1025.15,266.5,544.35,469.25,466.1
311.55,977.2,463.7,316.1,1077.15,1016.7,259.3,548,468.95,473.45
316.35,973.85,451.25,309.5,1107.3,1027.55,254.7,541.4,464.25,481.1
319.4,964.25,445.1,303.55,1113.85,1015.95,254.1,532.15,461.65,479.3
320.7,965.8,450.5,303.75,1142,1025.7,251,523.15,454.6,477.3
316.55,960.05,483.7,308.25,1102.3,1033.75,258.3,530.7,467.1,477.9
313.7,961.15,488.35,308.65,1113.1,1032.45,257.6,523.15,467.6,481.75
317.55,960.15,486.35,307,1122.7,1041.3,256.15,523.25,454.2,480.65
317.9,934.75,476.9,313.7,1082.9,1077,255.75,526.55,458.4,483.2
320.05,932.85,472.95,314.8,1106.05,1090.15,250.9,514.65,446.4,484.7
321.65,932.75,455.2,312.6,1134.9,1083.15,251.1,518.35,447.75,483.35
322.85,934.1,453.55,316.65,1157.8,1084.1,251.9,518.9,448.1,476.1
320.1,924.35,447.35,300.4,1179.6,1087.1,247.85,515.3,430.9,476.5
319,910.3,452.65,300.05,1174.8,1077.1,247,500.35,422.05,472.65
319.9,927.7,454.9,305.75,1179.85,1072.7,245.95,497.8,419.7,469.9
321.15,916.45,457.9,308.15,1206.3,1077.4,245.45,501.95,419.15,480.35
314.2,906.15,453.5,306.25,1239.65,1068.95,242.9,486.5,405.1,475.75
303.65,898.55,455.2,305.3,1257.35,1090.65,244.85,481.25,403.15,467.5
311,903.55,446.7,300.7,1255.35,1083.1,243.6,487.25,405.95,472.65
305.35,891.35,450,300,1288.55,1080.1,249.75,471.35,391.1,474
303.1,881.3,444.15,298.25,1275.65,1064.95,247.55,470.75,392.45,472.2
300.2,876.6,439.5,295.3,1284.3,1052.2,247.25,463.15,388.3,469.35
299.4,876.35,437.45,289.35,1289.3,1064.4,248.7,466.5,392.75,464
296.25,867.15,431.75,285.05,1294.05,1047.1,244.1,458.3,380.45,456.05
295.5,873.75,438.45,288.1,1294.5,1058.15,249.25,466.15,390.75,458.95
293.15,869.55,448.45,288.15,1292.95,1053.95,249.75,469.65,392.4,461.35
302.15,866.3,457.9,292,1280,1061.45,255.15,468.75,404.9,462.55
302.25,868.7,461.6,290.55,1289.9,1059.1,254.55,472.8,403.9,466.8
305.1,879.7,467.5,287.7,1288.1,1062.15,261.4,471.7,411,463.05
309.95,900.9,472.75,288.2,1296.85,1057.55,264.75,472.5,414.1,463.7
318.45,905.8,477.1,290.25,1281.2,1054.2,265,463.45,419.15,466.6
322.45,913.25,466.95,292.25,1283,1060,262.7,472.6,417.55,465.05
329.85,908.95,452.35,305.75,1274.45,1039.9,265.5,470.35,420.65,463.6
327.85,910.25,444.6,305.5,1284.4,1028.1,263.4,454.55,424,454.2
331,941.65,456.3,307.2,1310.5,1026.4,266,464.05,430.3,458.7
331.7,935.4,449.5,312.2,1300.55,1019.55,259.75,461.3,431.55,458.85
328.9,932.7,447.55,305.9,1321.95,999.7,255.35,445.25,412.5,453.2
329.05,934.1,456.7,306.45,1340.85,1003.35,259.15,441.35,418.35,457.6
327.45,937.95,461,305.8,1340.95,994.1,256.7,439.6,413.55,456.45
318.75,905.55,459.8,306.1,1348.15,995.3,254.4,433.05,406.4,460.1
319.1,939.05,465.9,306.45,1354.2,997.2,255.75,448.15,409.7,467.65
324.5,969.85,469.75,308.2,1365.05,992.75,258.4,459.35,414.95,465.1
324.2,958.4,465.3,308.5,1374.05,995.85,252.95,459.8,409.05,464.25
317.5,938,472.8,304.75,1363.8,986.45,253.6,454.8,407.1,461.45
300.85,945.15,471.35,304.1,1334,993.65,260.95,453.25,407.7,464.9
301.5,937.7,468,301.25,1342.35,990.65,261.7,453.05,398.25,450.95
300.35,942.5,480.45,303.8,1368.9,1007.25,258.75,471.4,392.35,448.15
304.05,907.35,471.3,303.5,1366.15,1001.1,257.4,464.9,378,449.9
299.5,899.7,465.85,301.15,1358.95,990.9,257.75,456.9,371.55,441.65
303,907.25,473.45,306.9,1343.4,987.5,275.7,471,385.1,437.1
296.35,918.25,474.4,306.1,1353.55,981.3,277.65,472.6,392.95,439.7
309.55,934.35,472.05,312.6,1357.2,985.85,277.15,457.9,391.75,444.1
302.9,892.2,479.15,314.55,1331.95,987.6,278.1,457.25,393.55,448.05
301.75,963.6,498.4,324.1,1366.5,1001.4,272.9,507.4,426.85,441.4
308.2,1014.5,506.55,333.5,1347.45,1010,281.6,534.15,436.85,444.7
301.05,1051.3,487.75,317.9,1358.85,1005.55,259.75,534.4,399.8,447.2
305,1056.5,490.8,316.95,1377.4,1002.85,252.6,540.2,408.6,452.95
305.3,1037.65,484.4,318.75,1369.35,1001.95,252.7,507.3,411.5,450.95
306.8,1042.65,478.1,315.5,1370.5,1005.8,242.85,512.1,403.05,452.45
309.55,1036.95,475.55,326.75,1372.2,1025.45,245.65,510.25,403.3,448.35
309.5,1062.05,475.7,327.7,1388.4,1024.05,251.3,514,413.65,457.95
316.7,1075.8,475.45,329.85,1411.15,1048.3,258.4,530.95,417.7,460.9
318.5,1075.35,487.8,326,1471.6,1051.2,257.85,532.35,404.65,465
318.65,1070,486.6,324.4,1491.4,1053.5,257.85,535.85,404.45,461.7
323.05,1086.35,485.25,317,1494.3,1048.5,255.05,521.85,397.1,462.65
318.05,1122.7,486.5,319.4,1508.15,1054.15,259.05,529.5,398.85,472.4
311.05,1140,529.05,319.75,1510.3,1059.9,261.3,553.1,415.5,481.25
306.5,1127.55,521.3,321,1550.35,1063.55,262.85,559.1,426.2,483.75
309.4,1153.5,526.6,313.3,1572.95,1064.4,258.4,544.55,427.3,499.2
309.3,1167.2,538.8,312.75,1580.65,1088.5,259.95,547.3,428.45,495.5
307.3,1169.45,535.35,312.5,1604.6,1086.9,254.8,550.25,425.45,494.55
306.4,1177.15,532.3,312.55,1560.5,1079.3,256.9,553.55,424.9,481.35
301.25,1182.9,518.85,311.05,1540.25,1060.15,253.1,547.05,410.7,471.5
305.85,1207.85,520.65,313.05,1543.25,1078.2,251.9,555.45,411.9,474.5
306.55,1212.9,518.75,315.75,1551.85,1057.7,249.7,544.3,413.85,477.1
316.1,1211.95,531.4,319.3,1546.1,1095.95,256,562.1,417.4,476.95
320.15,1185.6,533.35,319.15,1533.6,1109.95,258.25,565.7,406.4,476.6
322.85,1208.05,530.95,318.6,1544.35,1111.1,256.85,551.25,389.3,477.7
322.1,1208.85,535.7,321.75,1553.6,1089.3,260.55,558.1,390.35,478.95
323.45,1192.3,546.8,321.1,1550.7,1095.2,259.25,549.35,390.1,481.5
318.75,1191.6,550.95,327.85,1489.3,1090.4,255.2,540.7,382.85,478.55
314.05,1162.1,541.85,322.55,1466.7,1082.1,250.7,534.75,374.4,477.65
315.5,1167.95,538.75,327.3,1448.25,1072.55,247.15,526.2,367.85,472.45
322.45,1194.15,549.15,328.7,1430.1,1089.7,253.5,539.85,379.8,483.4
314,1193.85,541.1,332,1462.25,1110.45,248.95,531.95,367.85,484.4
320.45,1180.4,547.6,332.65,1495.95,1109.35,251.65,535.55,370.4,478.8
327.45,1189.35,557.4,328.75,1484.4,1102.95,254.4,553.35,371.9,480.2
327.2,1192.35,591.95,327.7,1551.75,1087.65,257.35,558.3,376.3,481.5
321.9,1169.3,598,330.25,1540,1071.35,251.35,549.95,369.3,483.25
319.8,1166.75,592.95,329.4,1547.85,1074.1,254.25,547.6,365.45,480.2
324.05,1163.45,594.45,328.8,1556.95,1082.35,255.65,553.5,361.55,480.4
323.5,1155.95,601.15,325,1603.75,1075.65,254.4,548.9,359.05,479.8
321.8,1170.3,588.75,323.55,1599.15,1062.45,255.8,557.25,366.9,478.35
319.3,1163,602.3,324.2,1613.25,1045.45,257.6,561.4,373.75,478.15
318,1154.45,592.2,330.7,1592.45,1046.6,252.7,554.15,373.6,481.3
321.95,1171.6,613.2,332.15,1564.6,1043.7,264,573,394.5,480.65
323.35,1183.5,629.2,332.15,1510.05,1032.25,267.95,584.55,402.9,473.6
320.6,1177.7,625,330.85,1533.85,1017.45,266.55,587.7,389.95,482.15
321.65,1200.7,635.95,328.8,1566.15,1020.45,259.45,589.35,385.85,482.8
318.95,1166.05,599.15,332.5,1528.9,1012.85,254.35,549.8,373.7,483.35
310.7,1155.35,596.2,338.05,1558.35,1029.15,251.75,543.65,373.8,483.7
331.85,1159.25,595.65,333.65,1605.3,1058,252.55,537.45,370.45,490.5
332.1,1146.8,591.1,334.9,1616.9,1065.8,252.2,528.3,377.8,489.1
341.75,1111.2,588.8,333.85,1620.75,1057,248.75,524.7,373.1,478.55
344.1,1123.15,586.8,333.45,1592.5,1027.7,246.7,503.65,369.85,489.95
346.15,1107.3,586.4,331.95,1625.6,1013.1,250.05,493.75,372.4,505.1
352.6,1119,583.65,333.95,1633.4,1020.75,254.65,498,380.15,519.85
353.55,1124.45,582.3,336.6,1740.1,1009.9,254.6,503.55,385.45,519.55
350.2,1113.45,580.15,335.15,1782.35,1013.9,254.95,503.75,387.45,515.3
350.85,1115.25,588.4,334.2,1811.25,1014.85,258.5,510,392.3,520.6
352.4,1108.55,593,338.8,1797.85,1016.6,248.2,511.95,387.2,524.8
345.25,1113.4,589.35,347.8,1777.7,1014,246.25,510.25,391.35,528.75
343.55,1129.3,583.25,338,1799.65,1024.2,246.45,506.9,379.2,536.25
347.85,1137.95,590.75,337.95,1760.75,1034.95,243.2,515.25,374.8,543.75
346.2,1144.45,568.1,338,1762.5,1012.45,226.95,502.3,368.5,543.7
345.8,1130.3,567.05,338,1797.2,1002.8,231.5,503.3,370.15,542.35
348.85,1145.9,572.1,336.95,1816.65,1029.85,234.6,513.7,375.45,550.4
351.9,1149,569.25,332.05,1833.75,1029.65,233.05,513.95,379.55,549.05
363.2,1142.95,565.45,329.4,1827.3,1014.55,232.8,516.35,380.9,544.85
365.25,1126.7,545.7,323.75,1778.5,993.15,225.55,500.3,374.05,548.4
357.45,1143.4,548.9,326.2,1774.1,994.05,226.55,479.15,357.6,548
358,1123.1,549.65,323.35,1779.4,1011.05,227.85,493.85,361.9,550.5
363.6,1120.35,550.2,326.3,1789.55,1009.3,227.45,508.1,364.35,558.65
362.05,1114.7,546.05,328,1776.15,1015.5,229.05,503,354.75,545.3
372.1,1126.95,543.3,330,1789.65,1026.05,230.95,505.85,350.3,553.3
372.55,1061.8,548.65,326.45,1758.85,1013.05,228.65,510.1,362.9,548.6
369.6,1060.65,553.65,328.3,1747.05,1023.3,226.5,503.15,367.65,546.85
370.3,1068.85,538.3,332.9,1802.85,1020.65,229.85,508.9,363.8,542.4
367.55,1045.3,537.55,330.5,1831.35,1014.8,223.45,506.4,365.3,537.45
366.9,1040.25,538.25,333.25,1854.95,1006.7,225.6,490.65,362.3,541.7
363.85,1029.35,558.45,329.25,1845.85,1022.55,230.9,493.8,368.45,538.6
364.3,1027.15,564,318.95,1868.4,1015.4,229.7,498.15,370.25,549.4
363.45,1029.05,570.05,321.55,1871.45,1004.25,228.6,492.65,365.6,552
378.5,1025,564.75,319.65,1868.4,1012.55,231.5,492.9,372.85,554.65
366.35,1019.05,560.05,324.45,1869.2,1006.45,231.75,485.7,359.2,570.7
363.1,1009.5,556.65,323.2,1857.8,1008.45,227.2,479.95,357.7,573.9
363.05,1018.65,560.85,316.85,1857.8,1002.1,226.45,484.2,342.4,569.55
359.75,1027.05,544.35,320.5,1871.85,990.75,224.6,484.5,327.25,567.4
355,1010.9,546.45,311.65,1847.5,980.1,218.4,465.2,318.6,562
363.3,987.4,542.45,315.45,1804.3,987.9,220.5,455.25,317.65,558.9
365.8,985.2,539.6,321.75,1810.9,992.95,223,460.55,334.1,562.15
373.05,1001,543.9,317.45,1816.1,986.65,222.85,468.9,331.2,560.1
368.75,1002.35,542.8,310.1,1807.75,973.65,219.65,457.9,327.35,558.45
366.15,1003.65,533.45,313.15,1796.95,969.45,218.65,459.25,321.9,558.35
356.65,992.85,517.35,311.45,1809.8,966.85,217.2,447.1,313.45,554.4
357.3,980,514.8,313.15,1782.75,958.2,216.3,440.35,311.45,542.4
351.05,974.05,514.25,308.75,1787.8,956.1,217.1,448.6,310.35,549.1
354.5,988.7,510.35,311.65,1779.95,951.5,211.25,449,312.5,555.95
364.2,983.95,526.5,317.45,1806.9,981.9,217.4,488,333.75,563.55
362.95,985.05,515.95,316.65,1749.6,980.5,212.8,472.5,332,562.85
362.2,980.95,517.45,312.75,1765.05,987.25,213.9,485,333.85,560.25
364.95,991.9,524.65,311.9,1731.05,990.55,215.8,481.65,336.15,556.95
355.7,997.85,526.7,313.35,1719.15,973.25,213.4,463.2,325.5,552.2
346.25,1006.8,523.65,307.2,1713.55,974.55,215.7,454,330.05,549.85
351.8,998.35,528.5,309.55,1705.3,982.4,215.65,452.2,329.9,546.6
342.15,985.65,530.35,308.65,1676.65,974.9,207.55,448.4,325,541.95
342.4,994.55,531.55,308.3,1670.75,979.3,202.2,444.25,323.8,540.55
351.25,991.7,541.3,307.15,1659.2,975.65,206.2,457.2,334.95,544.95
350.9,999.55,542.2,313.35,1674.8,971.45,210,466.7,342.05,544.9
352.4,1019.3,539.15,306.8,1706.65,954.15,210.4,466.3,341.5,543.75
349.15,1031.95,534.4,307.6,1667.15,954.65,209.8,463.05,342.85,539.65
348.8,1025.1,534.1,305.85,1677.55,955.9,199.05,460.75,337.7,535.95
358.2,1025.6,542.8,308.95,1682.3,957.95,196.5,453.9,338.65,541.05
365.95,1021.35,524.35,306.4,1660.95,956,200.55,453.2,340.65,540.25
362.8,1018.95,513.35,296.9,1652.9,953.3,197.9,449.2,332.15,553.25
351.65,984.1,515.6,291.65,1672.3,958.95,204.85,458.2,334.45,546.2
356.4,985.05,513.3,292.05,1705.5,969.45,198.65,420.55,323.1,550.3
353,998.05,513.1,281.35,1655.35,972.65,195.55,403.5,329,545.9
352.85,991.5,519.2,281,1628.55,946.65,183.75,399.3,325,545.1
351.45,982.45,502.35,281,1633.85,949.25,175.15,397,324.35,546.25
345.25,956.25,489.3,280.05,1618.3,940.05,169.55,389.25,317.6,538.1
345.9,947.15,486.3,280.6,1629.15,930,168.95,382.75,313.6,540.1
342.85,956.15,490.85,279.3,1651,934.1,171.45,384.55,322.9,543.25
344.9,956.95,490.3,280.1,1633.95,950.55,172.9,387.7,326.1,542.7
351.15,964,501.35,284.1,1613.55,970.15,180.2,385,328.9,538.95
351.5,969.9,503,283.9,1619.1,970.2,177.05,389.9,326.95,540.6
353.55,951.6,486.85,282.85,1610.6,976.15,177.2,392.55,326.35,540.95
354.95,942.5,490.8,281.5,1590.95,978,185,390,323,539.6
362.3,926.75,492.45,283.95,1580.7,991.05,188.4,387.2,330.8,542.1
359.45,907.4,498.4,283.75,1591.1,974.85,184.95,380.1,329,537.15
368.85,898.65,487.85,285.2,1559.6,981.35,189.3,388.9,327.95,538.6
366.6,906.15,477.25,285.35,1614.5,982.95,188.65,403.35,329.05,538.9
358.6,888.4,461.5,281.95,1597.3,969.15,184.4,398.7,329.45,532.6
355.2,868.35,461.4,281.9,1568,975.05,180.45,391.2,332,543
360.8,873.15,462.3,279.85,1564.65,977.5,180.1,381.8,328.95,539.8
367,871.55,469.75,279.85,1641.4,976.05,184.2,409.5,348.45,543.55
357.85,862.75,471.9,288.7,1630.5,986.3,186.4,407.3,346.8,548.25
363.8,868.1,472.25,287.1,1632.5,982.55,188.95,408.85,350.55,553.7
