Airtel,Asian Paints,Axis bank,Coal India,LT,Reliance,SBI,Tata Motors,Tata steel,Wipro
372.3,874.05,468.25,285.55,1654.8,997.35,192.15,410.9,347.7,553.6
373.15,889.6,465.5,290.65,1665.35,1019.7,196.5,418.6,356.6,560.95
360.4,876.9,480.45,288.3,1667.4,1016.8,200.85,419.3,358.4,554.7
358.85,862.75,470,287.95,1679.6,1016.15,197.3,411.35,347.55,552.4
353.1,871.6,474.65,287.75,1724.95,1038.75,199.9,416.95,353.8,557.7
356.75,887.95,467.6,286.7,1744.9,1040.9,194.2,411.45,354.4,559.2
356.5,885.55,458.05,278.65,1689.4,1038.3,187.3,404.05,356.85,601.35
358.55,884.05,444.15,275.8,1698.5,1061.75,186.85,407.1,335,589.15
351.8,873.1,440.75,276.95,1742.25,1065.45,191.75,408.55,332.6,584.6
349.55,865.4,433.45,274.45,1752.5,1047.15,187.7,395.1,324.15,568.2
348.35,859.8,429.9,280.85,1788.35,1039.85,188.15,385.85,331.15,565.25
334.3,852.25,421.5,280.5,1801.95,1037.85,183.1,372.2,322.25,546.9
331.7,856.95,426.45,281.1,1761.45,1037.95,182.1,375.1,323.95,552.4
334.65,864.4,424.85,275.75,1769.9,1031.45,183.95,377.2,328.45,561.35
330.35,869.25,432.25,276.1,1775.95,1028.1,184.5,370.5,312.1,559.55
347.85,885.6,445.1,285.4,1769.6,1035.15,195,388.05,320.2,566.05
335.25,869.95,449.55,287.8,1755.8,1033.65,195.7,379.55,317.7,561.5
350.9,868.7,444.55,292,1734.2,1045.25,194.3,386.3,319.5,563.35
353.9,881.4,443.4,296.45,1719,1044.9,197.55,388.9,324.4,561.2
354.6,854.05,429.35,294.7,1728.2,1035.4,189.5,372.8,303.9,552.8
350.15,845.35,422.8,293.55,1676.85,1020.5,188.45,363.25,300.05,555.05
358.55,850,437.55,297.6,1636,1029.35,196.8,376.95,316.6,555.85
351.3,854,440.65,294.5,1633.1,1048.5,197.4,376.9,309.45,553.05
353.55,859.55,443.55,296.8,1671.75,1036.2,196.65,374.55,302.9,557.35
344.65,874.9,435.95,297.65,1671.5,1025.2,191.05,365.9,302,546.65
341.55,870.75,427.95,294.35,1669.95,1015.55,186.15,361.05,295.8,538.25
339.65,866.85,424.25,295.6,1683.05,1021.75,185.1,359.85,299.2,538.95
343.65,886.1,419.15,295.65,1700.65,1020.4,185.25,360.65,299.8,534.9
340.9,897.3,415.95,296.85,1713.4,1018.55,181.9,365.9,296.3,539.55
337.85,896.15,412.45,319.05,1681,1015.65,180.35,354,294.45,540.9
335.95,893.15,413.15,322.2,1693.55,1012,180.65,348.4,296.15,536
335.1,877,417.05,322.5,1748,1041.95,183.45,347.75,295.45,538.45
331.8,872.9,411.7,324.55,1740.3,1027.15,183.65,345.7,291.85,541.25
330.1,867.1,415.8,325.2,1752.85,1006.5,188.4,343.55,288.35,536.8
333.45,880.1,416.85,314.8,1762.65,1012.55,182.5,336.35,286.3,542.1
326.65,871.8,407.15,311.45,1825.2,1001.2,180.85,317,267.15,539.85
320.8,872.25,391.9,317.7,1838.9,982.25,162.2,315.3,256.9,535
316.75,848.55,375.25,311.2,1848.9,966.55,158.4,300.25,249.1,519.9
318.5,860.9,386.05,311.35,1843.5,950.5,156.25,302.2,248.4,531.6
323.25,862.65,379.2,299.5,1766.9,944.4,151.9,298,248.05,532.65
324,879,386.55,295.6,1758.55,952.55,156.7,306.9,247.85,534.1
321,874.5,385.1,301.15,1680.05,950.7,158.45,318.45,253.45,539.6
329.3,868.95,397.1,313.9,1697.7,962.45,164.95,318.8,255.2,542.9
326.3,854.1,392.5,312.55,1720.25,944.55,164.65,317.5,253.25,547.35
321.2,835.95,397.95,317.3,1685.95,941.15,159.55,313.7,250.5,541.05
319.5,853.8,403.55,312.95,1677.8,952.45,159.15,310.1,251.35,527.35
315.1,841,405.55,318.4,1699.5,929.65,156.4,301,244.85,526.6
318.65,857.75,417.5,323.85,1664.1,944.65,167.25,316.45,246.2,525.9
325.25,856.15,390.8,303.5,1649.95,906.3,154.95,298.65,217.85,517.2
308.6,855.3,377.5,305.05,1661.75,922.45,154.2,275.65,225,516.1
310.8,876.95,393.2,314.05,1646.8,962.4,158.95,291.85,235.65,532.3
311.95,884.2,400.4,309.2,1614.2,956.6,167,310.6,235.55,536.05
311,887.2,408.4,323.35,1573.8,961.6,172.05,323.95,234.45,545.45
307.1,897.15,398.9,326.2,1573,972.3,168.2,337.25,234,558
304.5,888.7,382.1,321.45,1684.35,973.95,163.05,325.95,226.15,559.6
299.75,863.4,380.55,317.2,1683.6,980.7,166.05,320.5,224,556.55
302.2,880.7,391.3,319,1689.95,1002,169.45,329.7,231.5,566.5
296.5,887.25,399.3,328.6,1722.7,1028.1,172.9,338.35,249.4,566.45
289.7,868.85,408.15,320.05,1733.25,1035.05,179.95,336.7,250.05,561.2
291.3,859.65,406.6,305.6,1700.1,1016.9,185.35,334,254.4,547.15
297.9,858.7,415.15,303.7,1719.3,999.35,184.3,337.15,257.55,552.45
297.75,877.4,420,304.5,1697.65,1004.8,182.9,332.9,253.85,546.85
298.85,869.5,424.1,299.95,1741.4,1003.95,184.3,339.35,247.1,550.3
309.4,843.9,408.9,288.3,1706.05,984.9,175.85,329.4,234.55,550.7
309.4,839.35,388.65,297.95,1663.1,1004.35,173.7,342.05,231.7,542.15
310.15,845.2,393.1,308.6,1648.9,1043.6,183.1,354.05,237.95,541.75
300.35,850.6,373.55,311.45,1628.25,1018,181.1,341.4,236.25,547.35
306.3,879.5,373.65,318.2,1614.9,1073.15,184.75,341.55,229.9,543.45
309,890.2,390.55,318.7,1592.9,1061.2,195.8,354.85,238.7,545.4
308.7,869.4,406.4,317.8,1572.4,1077.35,200.95,364.45,247,546.3
315.15,873.15,406.1,316.3,1517.65,1045.1,199.85,355.05,246.35,549
321.3,873.75,417.25,316.85,1520.4,1051.55,204.3,360.65,252,537.8
323.95,875.2,413.85,321.05,1534.7,1024.05,208.95,353.45,253.7,556
321.45,871.55,409.35,326.55,1500.4,1011.55,209.55,343.2,250.1,549.8
321.85,886.55,430.8,327.5,1509.6,1031.95,217,365.7,268.5,555.25
324.05,900.85,436.35,326.05,1500.05,1005.1,218.25,374.65,274.1,557
326.6,880.65,439.25,330.5,1503.85,995.4,220.95,377.15,257,557.95
340.55,880.15,449.8,333.9,1556.5,1015.35,227.65,401.65,257.3,556.4
339.9,883.85,449.5,328.7,1534.7,1012.6,224.4,391.25,259.55,559.8
333.25,877.1,455.15,322.05,1502.3,1004.85,225.8,393.5,258.15,558.2
334.45,879.85,457.7,321.4,1496.5,1015.15,228.5,390.85,255.15,563.55
331.15,880,454.15,325.15,1498.4,1008.55,228.85,393.25,254.05,560.55
338.4,881.9,450.7,322.4,1492.3,1000.9,228.65,382.4,263.5,555.95
332.15,878.1,451.9,321.8,1490.05,1003.55,229.9,378.6,263.7,555.8
323.2,879.7,446.65,319.15,1480.45,987.5,228.3,377.85,257.2,555.65
320.8,875.05,441.45,319.75,1497.6,992.25,230.35,380.3,258.55,556.05
319.15,880.9,432.4,316.55,1523.85,992.05,226.65,378.2,255.35,554.4
322.2,875.45,435.35,316.15,1532.55,1008.35,231,382.85,256.55,556
320.2,867.1,437.3,316.35,1505.7,978,227.3,380.6,244.9,555
308.4,876.3,435.35,314.1,1470.3,975.9,226.1,379.3,244.2,558.6
306.15,874.2,430.9,315.7,1483.75,955.45,226.5,371.7,245.05,567.3
309.35,856.4,439.8,307.65,1503,952.25,227.1,377.95,240.9,566.2
312.55,858.95,449.8,310.9,1513.5,949.9,231.95,389.3,232.95,565.4
310.9,840.25,450.9,307.65,1542.45,915.95,234.35,393.95,226.85,565.15
317.7,860.45,458.55,317.95,1545.45,942.45,235.9,401.9,234.75,568.85
320.5,870.9,461.85,327.55,1561.15,953.7,239.15,398.95,243.55,575.05
321.25,836.1,460.4,335.05,1601.4,965.75,240.95,399.9,240.2,569.8
319.7,842.65,462.4,334.5,1629.35,976.8,241.15,405.4,240.15,572.15
322.95,848.95,459.2,338.15,1629.4,976.6,244.75,412.7,243.5,577.75
322.7,843.85,461.65,341.5,1641.1,965.55,249.3,417.4,237.65,581.45
334.5,840.45,468.85,330.7,1639.9,968,250.45,423.35,230.05,572.7
341.65,857.7,470.9,336.25,1621.7,979.05,249.55,417.55,231.2,570.15
342,861.7,465.2,335.9,1640.1,987.7,242.75,423.15,227.9,569.85
341.25,856.5,463.85,332.35,1619.4,968,241.5,401.05,224.35,563.9
338.65,850.75,462.7,332.6,1633.9,952.1,242.9,401.85,224.4,570.3
340.15,826.85,459.4,333.35,1636.5,945.95,243,402.85,229.7,568.2
339.2,822.9,463,333.75,1668.75,934.2,243.85,407.15,228.9,557.45
334.2,819.65,463.6,334.95,1665.55,912.35,241.05,405.45,225.85,554.3
334.65,807,475.25,332.2,1642.2,927.5,248,407.3,234.5,555.55
335.9,801.85,481.6,331.1,1654.2,933.05,247.95,400.2,229.8,553.05
334.05,800.15,484.05,337.65,1644.7,930.2,240.2,402.85,222.15,551.5
331.1,805.9,480.2,329.1,1615.75,928.95,243.25,411.75,220.85,557.35
332,798.25,468.5,326.4,1621.2,921.95,241.3,408.35,217.95,556.35
334.85,815.4,464.95,339.15,1617.35,960,246.1,411.65,222.15,560.15
339,802.2,464.85,341.65,1614,952.45,243.25,396.25,220.1,571.55
335.9,806.55,464.6,337.3,1634,936.85,234.2,403.8,225.6,572.05
345.65,803.75,473.25,330.25,1620,952.1,238.45,405.05,235.8,573.35
346.85,815.5,475.35,325.7,1652.8,966.4,236.2,382.05,236.05,574.25
350.4,830.6,478.3,325,1667.15,959.15,236.9,387.2,238.65,574.8
348.75,828.7,474.95,319.9,1658.5,947.85,237.2,384.45,246.75,573.3
354.95,829.75,469.4,322.15,1654.85,941.55,237.1,391.25,247.4,574.25
358,827.35,482.95,329.75,1597.15,937.25,242,386,247.25,578.4
352.3,827.85,521.3,332.15,1574.3,939.2,248.65,383.15,245.95,575.2
351.9,816.95,521.15,333.2,1576.2,943,251.15,384.6,249.45,569.3
358.75,856.75,525.7,341.4,1566.95,955.85,252.85,382.95,246.05,568.2
371.45,855.95,511.35,337.05,1559.5,954.75,249.7,381.2,244.8,577.9
361.7,874.65,508.7,334.9,1550.65,955.45,254.45,383,240.8,571.95
363.7,879.05,506.7,338,1511.55,963.4,254.5,378.5,248.15,577.3
349.85,882.2,504.85,338.45,1494.5,912.2,254.9,386.2,252.65,577.05
351.45,869.35,498.65,341.8,1452.45,904,248.95,380.7,255.3,577.65
346.55,862.6,495.2,334.65,1422.4,902,244.25,352.3,248,582.65
345.45,865.65,490.85,340.5,1440.55,892.55,243.4,360.95,245.2,585.4
349.45,859.05,487.1,334.5,1445.65,892.05,244.5,362.4,251.15,583.9
347.7,853.65,490.35,335.65,1459.95,886.35,243.2,355.9,250.75,592.25
343.3,875.05,491.35,346.2,1484.75,889.15,243.35,342.85,240.5,589.85
343.3,865.7,496.9,346.4,1447.45,913.85,243.35,341.2,236.8,589.1
349.1,853.05,506.65,342.75,1414.65,895.9,240.25,333.5,227.15,599.75
347,855,512.05,329.5,1445.55,886.25,239.85,315.2,224.5,600.1
339.75,838.85,495.55,328.2,1457.45,862.3,235.4,297,212.15,599
338,841.1,495.55,326.5,1467.45,860.5,237.25,298.45,211.9,597.15
323.45,805.25,504,314.6,1476.15,839.15,242,288.65,201.35,587.75
327.35,797,506.85,309.65,1448.9,834.35,239.55,285.25,209.45,592.5
332.95,806.05,513.75,318.6,1465.45,837.9,239.15,303.65,215.4,602.9
338.1,794.05,511.9,327.75,1496.8,851.4,240.1,310.2,221.1,592.25
343.2,804,509.05,323.85,1533.8,847.45,237.9,315.65,220,594.65
352.6,829.6,527.9,342.35,1535.3,877.7,245.15,331.6,226.85,592.3
356.15,841.3,517.3,343.05,1574.9,895.1,242.35,328.4,228.55,590.3
359.1,824.7,494.1,337.2,1520.65,872.1,236.65,337.9,230.2,579.05
350.4,829.45,482.75,337.4,1516.9,867.55,233.8,333.95,229.05,569.85
354.15,838.95,496,339.25,1560.4,863.05,235.15,346.75,241.3,570.75
348,814.5,481.3,333.85,1578.85,861.05,230.15,345.55,233.05,557.3
350.45,807.75,483,338.15,1596.45,866.95,227.6,354.25,240.3,551.4
355.2,820.55,485.95,338.75,1586.6,873.05,231.55,344.9,239.25,561
346.75,792.7,473.65,337.7,1607,848.95,228.3,331.7,228.8,562.3
347.05,789.5,450.55,337.6,1625.7,833.05,221.7,323.6,215.9,551.9
349.85,812.5,468.85,346.75,1609.25,835.6,225.05,322.85,218.95,553.7
347.25,826.15,486.4,345.65,1589,853.75,232.6,333.35,229.65,566.7
343.35,806.25,466.85,344.5,1598.15,849.3,230.6,325.35,219.65,555.9
345.35,816,480.15,355.4,1576.75,840.15,239.1,329.6,216.2,562.85
354.5,848.6,506.7,366.35,1577.55,856.8,247.1,340.15,225.05,571.45
362.25,856.3,508.05,357.4,1526.9,871.2,249.25,340.4,228.5,563.05
347.35,854.85,509.1,361,1502.55,869.55,249.45,334.7,225.85,550.7
339.75,854.15,496,358.2,1504,853.45,245.8,336.8,215.5,549.75
348.7,851.85,502.4,353.9,1524.3,852.9,253.4,329.2,214.15,541.85
349.4,838.8,482.25,336.3,1536.55,828.95,245.5,309.7,206.15,544
369.7,886.55,525.3,348.7,1531.95,907.3,267.4,332.75,237.25,576.2
379.35,883.45,534.2,350.05,1517.55,918.85,270.45,342.1,241.65,575.8
383.1,899.25,554.6,356.9,1531.6,952.7,278.05,351.1,249.9,583.6
385.35,901.25,560.95,364.05,1515.75,944.35,283.95,349.7,251.65,571.3
390.1,900.05,561.55,380,1481.6,950.05,279.05,355.95,246.55,576
394.95,895.45,570.95,377.45,1453.15,967.05,268.45,355.35,237.1,574.5
384.35,874.1,566.6,377.1,1487.85,934.9,259.4,349.4,233.6,570.85
397.7,871,558,371.45,1461.7,943.05,256.45,355.3,249.1,576.15
404.85,885.3,570.95,393.2,1442.75,966.35,269.3,369.8,246.9,566.25
410.1,900.95,576.75,408.95,1481.75,970.1,283.1,385.85,261.15,563.65
411.7,899.65,579.9,415.55,1484.8,984.25,281.4,392.55,262.05,569.1
414.9,914.45,583.8,431.1,1490.05,979.4,288.25,382.9,261.3,571.4
416.9,921.45,579.35,438.05,1493.6,987.65,285.35,376.75,262.25,574.6
413.7,904.75,580.1,442.85,1471.95,988.1,288.2,380.95,256.4,558.2
418.95,877.05,576.5,430.7,1504.1,1001.15,281.05,388.15,248,570.5
418.6,881.45,573.75,439.3,1524.4,1001.65,270.4,384.35,247.3,569.15
416.6,857.25,565.95,420.2,1644.75,999.3,256.9,377.8,248.35,561.15
416.4,846.55,567.2,420.15,1656.35,995.45,253.7,376.25,250.65,564.35
409.85,835.05,561,421.1,1662.9,1009.95,259.35,370.45,249.35,556.65
417.8,851.25,555.75,423.95,1654.85,1005.8,259.05,377.6,251.4,561.25
434.25,847.25,580.95,425.9,1654.6,1025.05,263.5,391.15,265.1,566.45
432.6,846.05,583.85,431.2,1670,1045.65,269.5,401.35,270.3,588.4
439.35,843.15,589.75,432.55,1686,1050.45,268.65,389.25,280.35,585.35
445.25,816.65,585,428.15,1668.35,1007.5,264.25,389.75,274.65,577
429.45,851.9,600.25,425.45,1658.4,1024.75,267.35,391.2,284,567.4
425.85,825.45,602.3,429.85,1633.45,1022.15,271.05,398.75,284.3,568.6
424.5,846.25,608.75,438.1,1598.65,1023.65,271.75,395.1,281.5,573.25
422.7,837.25,584.55,436.2,1574.45,1011.4,268.3,394.3,280.7,577.85
421.8,822.45,583.6,434.05,1655.35,997.6,268.6,385.75,281.7,566.5
423.4,816.85,581.95,420.05,1652.75,1007.2,273.55,402.25,284.45,560
419.45,794.95,578.2,419.65,1673.45,1001.55,270.5,401.95,280.95,548.6
432.9,799,571.8,417.05,1749.5,987.3,267.75,398.15,280.55,544.65
429.35,800.9,577.05,417.65,1742.4,994.8,267.4,405.15,283.4,553.3
431.15,824.75,585.8,428.6,1752.5,1003.4,272.7,431.8,297.45,553.45
433.4,783.4,583.9,419.95,1754.1,1015.3,270.9,432,298.75,549.8
434.8,772.15,585.9,417.15,1725.35,1006.75,268.85,433.35,300.95,549.85
433.55,763.15,582.35,424.05,1701.6,1010.3,267.4,436.6,304.4,555.3
424.5,760,578.75,425.1,1666.35,1005.75,267.6,444.8,306.55,552.35
419.9,754.45,558.65,421.05,1672.35,1000.45,262.8,434.55,304.7,544.15
413.5,736.5,561.75,408.35,1650.45,990.75,259.55,428.85,295.7,551.95
417.6,750.75,565.6,410.55,1670.25,999.55,265.05,437.9,298.05,558.8
427.5,749.95,570.1,411.6,1653.65,1004.65,265,434.4,302.75,553.8
424.4,753.9,570.7,412.1,1646.85,990.75,262.5,432.25,304.1,565.3
429.5,756.05,571.65,415.15,1657.75,994.75,267.65,436.15,313.45,557.8
424.2,746.6,572,399.75,1668.75,991.35,265.85,440.15,310.4,561.35
433.95,739.85,552,394.05,1684.5,996.5,260.15,432.9,304.8,563.1
426.55,729.1,549.65,394.5,1650.7,979.05,258.05,445.45,303.6,556.4
421.1,711.55,548.7,397.75,1685.75,931.1,255.1,433.7,305.1,545.8
414.1,705.05,551.4,396.8,1718.9,903.95,254.6,431.75,294.45,539.8
414.2,699.55,549.95,394.3,1715.75,901,250.55,426.2,297.05,540.9
414.45,706.6,551.35,396.45,1736.75,889.15,253.95,421.6,297.75,537.3
409.95,710.6,546.85,400.1,1752.05,877.2,253.85,430.35,298.8,547.55
414.15,739.65,564.35,404.9,1688.7,905.9,260.05,446.45,305.95,563.3
407.8,736.2,558.35,401.05,1679.4,883.9,257.4,440.3,304.7,543.75
410.55,747.2,553.4,399.7,1673.05,885.25,254.85,435.7,302.85,553.5
415.45,759.5,548.35,405.6,1653.5,906.05,257.8,442.6,311.05,555.7
416.35,759.55,556.05,388.35,1645.4,912.5,257.6,452.15,308.25,553.05
421.25,761.55,550.65,386.7,1548.9,895.9,257.55,457.25,316.4,545.5
417.95,759.3,554.15,383.6,1550.4,898.7,266.25,467.2,321.65,548.4
416.3,788.25,578.45,391.15,1577.15,901.35,278.15,472.15,329.2,562.65
425.3,787,585.25,391.3,1565.35,877.15,278.15,481.6,328.5,561.6
401.3,767.3,575.2,383.1,1544.2,876.75,277.5,483.55,324.65,554
408.5,759.35,577.85,382.85,1511.6,886.95,280.65,471.65,328.3,553.05
400.85,763.75,565.1,374.95,1481.6,884.65,277.25,497.1,332.85,558.85
400,762.3,562.05,369.75,1476.4,894.2,277.7,505.2,332.75,562.95
395.05,775.6,569.7,374.7,1508.3,902.65,282.45,514.55,341.55,560.65
396.15,775.8,570.85,372.7,1524.65,896.9,289.35,511.2,342.9,564.35
400,771,558.6,360.05,1425.95,907.4,291.8,505.5,361.35,564.1
397.7,775,563.05,364.3,1377.4,895.5,288.3,510.1,368.15,552.85
398,767.6,567.5,366,1394.2,890.5,288.75,520.25,364.05,543.9
392.45,790,561.35,366.15,1408.8,873.95,287.35,519.45,363.45,538.2
385.5,794.45,556.9,369.5,1387.1,878.5,280.65,516.4,365.65,536.8
382.5,763,559.1,368.25,1343.15,884.8,274.15,519.55,359.55,542.15
391.5,758.15,532.75,369.45,1300.4,868.35,267.4,513.75,353.15,533.9
396.3,773.15,551.15,370.7,1295.9,895.75,276.05,529.65,376.85,540.8
397.95,759.35,542.35,363.55,1299.55,889.9,261.8,513.5,366.2,541.15
393.45,764.6,527.6,360.85,1283.6,869.4,261.3,488.2,367,538.4
389.95,760.95,543.65,353.05,1263.15,879.25,265.3,497.65,367.25,532.7
386.85,780.95,565.6,364.65,1295.55,890.9,272.15,509.9,379.2,544.85
392.95,778.65,568.3,369.65,1321.5,890.45,277.3,506.7,361.3,541.7
381.65,762.9,567.85,363,1329.25,862.85,270.05,508.45,360.5,538.55
387.5,754.4,552.9,371.25,1350.8,851.25,271.8,519.95,369.25,541.4
400.8,765.55,535.25,372.7,1377.3,865,272.4,529.85,371.35,531.45
391.95,744.3,524.35,377.7,1344,874.55,267.15,517.3,367.95,533.1
399.25,771.8,527.55,376.15,1322.15,879.4,275.65,515.3,370.15,523.1
399.6,786.1,538.35,384.2,1270.8,877,277.25,511.6,368.7,534.45
399.55,785.35,540.35,378.7,1260.5,879.9,284.1,523.3,351.15,544
398.5,795.15,523.65,374.3,1297.75,875.9,289.05,527.1,348,578.8
402.45,808.15,518.45,372.1,1296.8,885.55,287.45,533.25,344.35,574.95
406.05,819.05,534.15,381.1,1314.7,926.85,291.05,535.2,345.85,586.55
417.3,821,552,382.95,1299.35,927.45,291.45,540.4,337.3,601.35
414.6,838.85,551.55,385.5,1283.25,923.75,290,540.3,337.7,606.6
424.45,859.6,566.55,392.3,1277.1,922.4,285.45,555.9,344.6,623.45
411.35,858.6,568.1,388.05,1290,903.65,285.65,561.85,342.85,617.65
406.8,851.45,572.2,386.3,1299.95,894.95,280.45,559.35,345.3,616.95
419.25,847.15,556.2,380,1276.35,865.5,273.6,561.55,336.25,617.15
404.55,835.3,558.9,359.4,1272.65,832.8,271.9,560.05,333.6,615.25
401,822.45,568.5,360.25,1288.3,824,274.55,567.55,318.05,620.25
402,821,569.6,362.85,1283.35,834.55,273.45,564.55,324,631.3
393.9,808.75,560.4,362.4,1275.2,824.7,267,549.95,316.85,627.8
389.55,808.05,563.35,358.8,1248.4,810.35,267.9,539.95,322.4,623.5
376.2,780.1,546.05,347.45,1230.3,811.75,263.55,535.75,315,612
398.7,794.05,544.1,352.65,1219.55,830.6,256.9,526.15,315.75,633.9
394.85,808.55,561.1,362.3,1216.55,844.7,265.35,541.2,322.9,660.4
394.3,812.55,557.85,370.1,1220.25,848.8,270.4,532.9,327.2,651.55
383.35,811.35,554.8,368.9,1246.65,842.25,274.7,550.9,331.05,644.2
380.35,810.3,556.75,368.1,1240.8,854.3,278.35,547.6,328.95,651.85
381.6,834.95,564.1,365.35,1255.5,856.25,281.55,553.3,336.35,633.35
382.1,814.35,578.55,364.35,1225.4,868.75,286.6,560.1,331.85,630.5
386.8,829.85,579.85,361.65,1218.55,856.85,282.8,571.55,332.4,642.5
389.15,830.1,568.85,364.5,1229.7,842.05,281.65,557.8,326.2,646.4
400.35,808.4,570.1,364.7,1237.4,850.15,280.85,557.05,326.55,637.5
397.5,809.75,584.8,364.75,1197.55,863.75,287.2,564.05,333.4,654.8
389.85,810.75,583.95,369.3,1142,855.85,285.15,551.1,325.85,654.25
367.9,809.1,585.75,370.65,1123.3,859.1,287.6,560.15,332.1,655
343.55,814.15,591.65,356.95,1116.9,868.65,290.65,564.25,336.4,659.75
347.9,833.65,616.6,363.95,1096.8,884.4,293.65,570.65,343.4,667.65
351.15,837.1,612.65,372.1,1108.3,886.95,294.2,573.85,347.85,658.2
348.95,838.25,632.85,379.35,1096.55,901.65,302.75,574.6,353.5,671.95
349.4,824.9,648,394.7,1088.15,863.7,301.9,584.15,352.8,663.5
357.2,818.35,613.4,393.85,1081.6,866.25,301.6,593.65,355.65,659.25
355.45,807,567.15,395.45,1051.6,855.65,299.95,575.5,351.05,654.45
349.45,792.7,552.45,384.2,1032.1,842.25,289.55,560.2,345.45,656.8
347.8,812.5,552.75,386.9,1029.9,843.55,295.55,567.35,351.15,663.7
343.15,799.75,551.55,384.35,1018.35,841.75,296.15,565.05,359.4,652.55
346.65,809.5,549.45,383.85,998.15,851.15,296.25,573.95,367.05,649.2
349.75,824.85,560.9,382.7,993.05,873.25,302.25,578.8,374.7,650.25
356.8,833.5,565.3,385.1,986.1,901.35,302.35,576.7,375.6,659.5
351.8,822.8,569.45,380.95,1008.75,901.45,305.55,583.1,367.2,668.6
360.55,833.25,571,377.2,991.7,902.65,306.8,573.95,369.95,661.4
355.1,828.05,581.05,377.5,994.35,917.2,307.05,565.65,366.55,660.35
352.7,825.75,579.25,368.75,981.85,910.45,284.4,562.6,365.1,646.45
356.3,841.2,569.6,371.65,974.6,900.95,286,559.25,365.1,639.85
356.95,821.7,553.7,368.3,984.2,882.7,287.15,564.35,357.65,643.25
355.6,804.15,553.75,360.7,982.6,897.3,279.75,542.6,347.9,648.3
367.55,797,562.9,364.15,979.9,910.45,290.35,559.75,369.3,641.5
363.4,810.6,566.45,369.55,985.4,922.35,290.8,589.55,379.45,637.3
367.85,804.3,559.3,365.85,980.2,928.7,293.2,591.85,388.75,617.65
371.85,814.85,586.5,356.7,993.15,937.45,300.15,602.05,380.95,621.8
359.55,808.15,617.05,354.9,984.35,907.9,307.8,592.3,383.95,625
372.75,857.45,588.7,360.85,979.9,915.35,310,584.95,390.45,606.3
375.15,881.05,599.2,375.15,1005.85,927.9,326.75,597.5,389.65,601.55
373.75,910.3,590.6,384.05,1033,905.85,334.45,589.15,390.9,606.7
393.4,890.15,592.3,383,1004.75,888.75,329.8,605.1,398.05,597.85
383.7,861.9,565,393.9,1011.3,886.95,327.35,587.9,402.65,601.5
369.95,867.7,564.95,395.5,1000,884.1,324.4,566.3,402.95,594.45
369.05,851.45,546.9,390.65,1001.15,904.65,325.85,551.4,396.95,587.55
355,837.95,551.55,381.75,1002.8,901.15,318.05,559.1,402.1,590.45
350.25,831.65,528.65,378.8,998.8,879.85,313.1,538.75,384.8,584.45
342.55,843.5,514.9,377.9,972.45,869,315.6,525.6,382.9,555.25
349.15,839.25,514.15,368.5,980.1,864.6,320.05,532.45,384.6,559.65
346.35,842.65,501.25,363.55,956,835.05,304.75,520.35,376.75,552.4
346.5,833.1,502.8,361.45,971.6,843.05,305.05,519.55,391.6,562.85
349.55,807.35,501.55,358.7,998.4,850.55,307.05,522.4,397.05,556.3
356.4,812.9,495.4,375.75,1019.05,860.45,303.3,521.85,399.55,553.45
361.15,819.5,502.05,378.4,1011.3,842.85,304.7,512.2,394.7,545.05
355.2,772.3,498.95,374.9,1012.25,855.4,300.35,494,389.55,542
354.4,757.25,499.3,378.8,1036.4,836.1,299.95,501.1,396.3,545.45
357.2,774.9,517.6,378.9,1068.9,877.1,312.6,524.1,416.65,557.5
364.85,775.25,514.2,381.65,1069.9,885.6,315.25,511.7,410.8,557.25
362.95,750.35,501.95,380.3,1064.25,888.05,313.95,498.25,404.55,552.3
352.85,751.75,502.05,383.75,1077.65,891.15,311.85,496.1,399.35,553.8
349.65,750.05,498.9,382.6,1072.4,880.6,309.8,493.9,396.45,551
351.6,757.3,494,386.25,1075.65,897,307.4,494.95,404.3,550.4
354.45,726.75,495.05,377.85,1068.65,889,307.65,485.05,398.15,547.7
354.2,729.7,493.65,377.15,1061.55,886.8,305.85,485.45,395.4,548
355.15,738.5,493.95,383.6,1061.15,893.9,307.05,487.9,395.15,552.6
349.25,744.95,497.3,390.15,1093.5,904.5,307.65,494.3,403.85,555.3
342.85,734.35,489.7,376.55,1063.4,900.15,304.25,486,405.2,550.45
348.2,745.35,487.15,367.4,1058.2,880.25,307.05,485.05,401.85,537.9
343.15,731.35,475,366.85,1049.5,869.95,302.05,475.8,393.45,535.7
350.1,759.25,471.8,366.3,1065.95,864.1,295.9,481.85,389.4,536.3
350.05,767.55,476.85,377.25,1080.8,878.45,310.35,493.8,400.7,541.55
347.8,775.05,483.15,365.35,1100.25,883.55,311.3,500,403.4,543.6
343.7,767.6,490.55,363.75,1146.1,906.3,314.35,504,420,546.45
353.5,775.9,489.3,360.15,1096.55,932.05,316.1,510.8,432.3,552.1
354.25,782.05,488.65,361.05,1086.65,939.3,306.7,503.1,436.1,556.8
369.95,793.75,496.65,364.3,1040,945.05,313.25,515.8,451.6,568.85
367.7,785.3,498.45,356.45,1054.8,957.7,317.65,524.8,460.85,578.2
369.85,790.25,499.95,355.5,1066.55,958.55,320.25,527.9,462.3,591.15
377.7,789.1,498.9,357.2,1043.35,966.2,317.55,528.5,463.7,592.3
384.3,769.95,492.25,355.2,1023.4,962.5,318.75,529,464.8,590.65
