BHEL,BOB,Britannia,Colgate,Dabur,Godrej,Havells,MRF,Oracle FS,Titan
88.3,145.6,4328.1,1117.35,310.25,936.3,510.1,63294.7,3535.3,618.55
88.97,148.35,4351.05,1137.15,314.7,948.7,515.3,64092.1,3568.55,630.8
89.6,144.55,4370.2,1144.05,314.55,955.95,510.1,64087.1,3592.65,641.55
88.8,145.45,4388.45,1139.6,308.45,944.85,511.45,64916.05,3566.05,646.1
87.93,145.3,4357,1137.6,310.25,938.8,506.9,64544.3,3538.25,632.15
91.23,145.7,4340.65,1141.6,307.6,935.8,504.85,63840.35,3460.3,633.55
88.23,143.8,4329.95,1147.5,308.3,942.7,501.45,64334.3,3443.25,630.3
87.93,141.85,4317.2,1157.45,306.9,938.85,506.1,65270.8,3451.1,637.9
87.03,137.45,4297.3,1149.7,309.45,930.4,496.55,64449.6,3508.1,632.95
85.07,136.8,4288.25,1159,306.85,923.3,488.3,63816.85,3546.35,633.4
86.63,139.55,4261.1,1145.9,309.8,925,493.2,64429.75,3536.7,637
87.17,138.35,4247.85,1115.9,309.45,900.2,493,64990,3534.55,640.8
87.53,138.4,4260.6,1109.6,313.7,929.45,492.9,64573.35,3507.65,638.85
87.43,136.8,4219.65,1112.05,310.75,921.6,492.85,64240.15,3581.9,612.25
86.6,138.25,4243.95,1124.25,313.45,931.45,486.85,65293.85,3475.45,613.5
85.93,137.85,4230.95,1112.55,315.1,929.3,488.35,64089.6,3421.4,617.1
85.17,139.45,4241.35,1105.2,314.35,926,485.2,62944.75,3425.25,611.6
84.57,140.05,4172.6,1096.8,309.25,915.1,481.25,62907.95,3456.5,600.45
85.3,144.25,4188.3,1100.25,312.7,939.85,489.35,62811.1,3465.2,612.25
84.63,142.85,4214.1,1093.75,300.05,917.45,487.15,63049.7,3436.3,606.8
85.03,140.95,4247.15,1087.15,298.85,904.95,475.45,62805.85,3435.1,607.5
83.77,139.35,4198.85,1084.75,301.1,886.2,473.05,62555.7,3420.25,615.1
83.07,142.1,4229.8,1080.45,304.25,903.6,474.45,63419.8,3417.85,615.5
86.6,147.2,4251.45,1074.2,310.05,918.4,478.25,63684.15,3432.5,623.5
86.17,148.25,4250.5,1059.65,307.95,919.6,472.85,64484.5,3508.4,621.5
86.63,147.15,4299.95,1066.8,309.05,921.9,464.65,65783,3562.75,627.7
84.3,142.25,4160,1047.1,307.1,917.45,476.1,63770.65,3591.1,630.4
83.33,142.25,4101.95,1047.25,303.4,899.8,458.65,63922,3457,607
84.5,148.45,4119.2,1054.65,306.55,901.75,463.65,64100.7,3445.45,610.35
88.67,155.2,4058.9,1056.75,310.5,921.8,497.95,65946.95,3552.9,619.15
89.77,156.55,4072.35,1066.85,314.95,946.8,485.15,66722.25,3568.6,609.4
92.6,160.05,4107.8,1071.85,319.45,967.2,494.9,67821.2,3595.25,614.85
91.5,158.95,3917.4,1073.5,307.3,960.85,492.55,66361.15,3603.25,611.2
92.43,158.2,3873.95,1083.3,305.1,970.15,486.15,69150.4,3615.75,558.05
94.13,163.4,3864.1,1039.25,300.7,920.25,472.8,70810.4,3639,552.8
96.4,163.5,3907.5,1069.75,301.7,964.4,467.6,69393.1,3615.1,539.35
96.73,166.05,3921.6,1079.55,310,1037.25,472.8,69198.75,3622.65,544.25
95.87,161.55,3906.65,1070.75,310.5,1053.55,478.35,69119.7,3603.45,533.15
94.87,160.95,3875.9,1077.65,311.9,1074,461.55,68706.5,3614.8,527.45
95.93,163.35,3850.6,1065.7,306.25,1028.7,461.4,69989.85,3616.6,537.9
97.1,165,3850.5,1066.8,306.9,1001,457.3,70334.3,3630.65,536.15
97.5,164.2,3829.45,1069.9,305.8,989.9,460.55,68908.9,3678.3,538.15
96.67,161.75,3834.05,1069.2,302.6,962.25,462,68878.45,3678.3,543.2
97.63,161.9,3791.1,1062.9,301.05,957.85,463.35,69159.05,3644.5,529.8
96.8,164.45,3806.2,1071.35,306.15,958.9,466.7,70221.5,3692.85,533.05
95.5,163.85,3742.95,1073.2,299.9,956.15,459.2,69930.45,3665.1,527.75
94.1,164.35,3697.7,1070.8,302.15,965.55,465.9,70072.7,3676.2,533.75
93.83,165,3719.2,1069.4,304.1,980.9,476.95,69516.25,3679.65,533.65
95,163.4,3727.6,1074.9,303.5,982,480.95,69662.05,3697.25,534.15
93.7,163.5,3702.15,1077.1,304.7,969.4,478.05,69976.6,3681.25,530.8
93.17,162.65,3697.05,1079.05,305.1,968.75,478.45,69120.05,3631.85,528.7
91.77,166.6,3715.95,1094.4,303.85,974.65,474.5,69600.25,3622.7,536.75
90,160.55,3692.35,1088.7,301.85,971,469.05,69809.3,3614.45,532.5
90.53,162.4,3731.4,1106.05,300.7,972.55,476.05,70270.65,3630.6,533.95
89.37,160.8,3733.45,1113.6,297.85,981.6,471.9,70607.4,3618.65,531.8
89.27,159.35,3748.05,1119.35,295.5,984.3,463.05,70350.3,3576.55,535.55
90.33,161.85,3703.75,1133.4,295,985.85,464.85,70859.5,3580,532.4
90.2,161.65,3690.05,1110.85,292.1,968.1,460,68325.9,3609.45,524.45
90.4,155.5,3637.2,1087.15,289.85,948.05,449.55,68638.95,3579.65,509.6
90.87,155.6,3636.15,1088.45,289.9,939.1,462.4,68915.8,3589.2,507.3
89.6,154.85,3647.55,1093.8,290,968.75,470.1,68585.55,3579.35,516
90,160.85,3649.5,1111.3,289.8,956.75,463.7,69935.8,3607.9,513.3
91.43,165.15,3641.75,1103.1,289,959.8,472.85,70975.9,3664.8,519.9
91.1,167,3670.3,1101.95,287.8,977.05,481.1,71709.1,3660.95,523.1
91.87,167.35,3583.8,1081.75,287.05,968.6,484.45,71656.2,3651.65,526.7
92.07,168.05,3592.25,1098.95,287.8,940.55,481.05,71760.2,3660.9,515.2
92.2,167.7,3568.95,1094.75,288.9,934.95,491.25,71978.1,3702.8,516.4
92.73,169.6,3564.8,1078.75,288.6,934.33,486.45,72847.45,3627.15,517.65
92.3,172.8,3613.55,1072.9,289.8,945.67,492.95,71102.15,3635.55,521.9
93.5,169.75,3626.1,1070.3,291.75,938.08,497.1,72369.3,3658.25,520.55
92.7,168.05,3626.65,1081.05,285.4,942.52,499.25,73331.6,3663.55,515.8
92.5,173.75,3673,1076.25,282.15,942.25,506.35,72901.25,3678.5,525.45
92.33,174.85,3639.3,1076.35,282.1,942.42,504.5,71129.65,3694.75,529.1
91.53,176.8,3643.6,1066.1,283.8,930.88,506.85,68985.95,3688.05,536.2
92.47,174.45,3627.35,1027.05,282.75,908.75,499.65,68820.5,3663.1,527.15
93.23,178.6,3643.3,1020.75,285.8,907.7,485.8,68334.25,3679,551.85
93.67,178.9,3591.6,1025.95,284.6,909.38,482.7,67715.95,3628.7,471.75
92.33,179,3605.9,1036.3,285.35,907.55,485.1,68217.3,3575.15,470.7
92.13,178.05,3532.65,1014.55,279.95,905.77,487.4,65559.1,3524.95,474.9
93.6,178.5,3425.45,1012.45,278.35,930.5,470.95,65398.1,3540.85,469.8
102.23,173.65,3418.4,1019.5,278.6,914.95,459.7,64937.95,3566.2,470.65
105.63,179.45,3415.85,1000.6,269.75,916.42,473.3,65401.8,3557.4,473.45
101.37,181.5,3517.8,980.05,269,893.88,460.25,63820,3555.2,463.9
99.93,175.75,3533.3,989.9,268.75,879.17,440.7,62519.7,3551.4,469.2
103.93,182,3594.2,987.1,273.7,880.9,450.1,63976.15,3602.75,478.35
107.57,182.8,3633.45,1003.6,276.95,890.33,476.15,64254.05,3609.75,481.4
109.37,188.75,3582.7,1016.4,275.25,901.33,485.7,65876.65,3678.75,471.15
109.6,187.45,3555.45,980,272.1,888.5,496.5,66960.4,3774.15,471.65
113.73,191.75,3669.6,976.5,276,927.52,509.45,68054.7,3772.55,481.75
113.63,193.55,3752.85,976.6,273.25,936.73,518.1,66093.35,3879.8,488.3
114.5,188.8,3741.55,994.35,275.45,962.98,514,65823.4,3743.85,483.65
113.93,186.4,3704.25,1014.1,279.85,954.98,512.95,65455.15,3767.55,495
116.1,187.9,3708.35,1009.65,278.25,953.12,513.1,66055.95,3787.3,501.15
118.07,185.55,3711.3,1019.45,283.1,962.02,502.15,65936.7,3754.45,482.4
117.9,186.75,3592.95,1005.75,273.45,964.7,493.65,66683.05,3778,467.15
117.1,188.85,3542.95,986.15,273.7,877.15,490.6,67634.1,3761.35,484.55
115.2,187.4,3529.35,1012.95,272.6,883.67,486.75,68135.95,3699.6,491.2
116.43,195.75,3592.1,1041.9,276.1,902.55,488.05,67022.55,3742.65,492.65
115.87,189.55,3580.5,1037.3,275.75,907.35,475.7,68639.9,3674.5,483.4
117,188.65,3573.95,1033.45,284.9,892.15,479,68372.55,3631.75,485.1
117.13,187.55,3624.55,1035.75,286.75,871.4,483.9,67909.2,3557.6,470.25
117.47,181.4,3555.05,1035.4,289.25,874.3,477.5,68495.6,3569.55,478.3
117.37,181.65,3553.4,1040.45,294.05,862.23,485,68850.55,3626.1,479.8
118.6,181.8,3477.45,1040.7,293.9,876.27,485.35,66566.25,3635.5,483.65
117.47,178.9,3388.15,1036.35,293.35,828.3,484.15,63995.35,3593.75,482.35
116.8,175.2,3376.55,1032.95,291.25,841.35,490.6,63283.7,3594.2,479.4
116.27,179.65,3379.35,1006.5,290.7,845.15,492.85,63500.8,3613.95,479.5
116.03,174.85,3431.25,989.05,290.3,822.62,485.5,63089.25,3556.6,472.25
113.17,176.05,3368.5,990.4,289.65,824.42,482.75,62596.1,3767.85,471.2
115.13,175.95,3385.3,1002.65,292.9,837.05,487.45,61948.55,3735.65,481.25
115.53,175.65,3403.8,1015.35,287.75,838.12,486.15,60566.55,3741.2,484.15
116.6,172.35,3449,1022.15,288.95,843.4,489.25,60527.1,3735.35,479.8
117.63,174.7,3402.8,1021.05,289.45,839.02,481.15,62063.4,3739.85,486.75
116.47,171.1,3416.85,1015.25,286.9,843.85,472.35,60767.45,3718.85,485.75
116.53,168.65,3357.45,1011.25,282.4,849.85,471.35,61036.15,3828,485.4
119.4,174.9,3357.15,1006.15,284.8,845.9,462.95,61104.85,3890.25,487.4
114.17,174.55,3375.9,1002.7,283.9,848.9,468.75,60685.45,3843.4,491.75
111.3,172.4,3391.7,1006.6,280.3,847.95,468.8,60993.55,3785.75,459.35
108.57,172.95,3374,995.5,277.35,835.7,465.75,60954.45,3815.75,462.75
109.63,173.65,3395.15,1008.1,274.15,830.98,471,59823.65,3782.3,457.3
111.9,173.5,3391.4,991.2,275.7,840.55,460.85,59578.45,3773.8,455
112.37,173.9,3339.55,987.55,274.7,846.67,450.35,58315.35,3802.3,453.65
112,172.3,3304.1,983.1,274.5,837.42,449.15,59888.5,3776.6,447.95
111.37,169.05,3298.15,979.9,281.3,833.85,446.4,59308.8,3821.45,447.95
111.97,162.2,3295.75,981.6,281.35,846.1,453.5,59507.1,3826.55,452
110.57,161.6,3325.75,980.15,284.05,834.02,450.05,57849.2,3822.1,445.75
112.63,162.85,3294.35,980.65,282.15,848.8,451.85,58045.15,3883.55,463.7
113.93,165.6,3251.75,981.5,278.9,847.8,447.55,56019.35,3902.25,465.55
112.43,164.9,3247.55,988.9,278.1,841.88,442.7,55427.85,3889.25,463.5
112.57,168.55,3225.05,978.7,274.9,843.02,436.1,56425.55,3943.6,465.8
111.27,166.5,3190.25,956.7,273.85,827.3,432.4,56836.6,3919.1,462.05
107.57,161,3176.75,953.1,273.6,824.48,423.2,52983.9,3933.6,462.2
105.4,159,3122.5,946.1,273.4,807.55,422.05,52220.3,3898.25,445.3
105,159.45,3078.6,944.4,274.95,808.55,423.6,52031.35,3934.65,442.25
105.5,159.25,3085.4,933.75,274.95,810.15,423.95,51527.8,3840.1,440.95
106.77,160.35,3059.15,927.3,276.05,818.1,423.35,52167.9,3755.6,439.55
107.37,160.85,3086,909.75,277.85,808.55,423.6,52375.55,3742.05,438.05
105.43,159.95,3096.75,910.35,277.25,800.15,422.05,52072.85,3734.85,439.85
105.47,161.6,3114.15,892.2,276.55,804.12,420.9,51951.6,3641.85,430.45
106.83,165.35,3181,897.3,276.15,833.98,410.35,52819.4,3729.95,438.15
108.3,165.3,3229.4,900.25,276.9,824.45,406.1,51835.05,3739.85,437.2
101.87,164.4,3259.1,889.85,272.7,822.55,402.65,51437.15,3713.85,435.35
102.3,168.15,3227,893.2,269.55,833.65,409.2,51499.05,3702.4,432.95
102.87,167.7,3238.7,899.85,270.7,855.7,412.55,49767.85,3641.45,440
103.07,169.3,3239.05,913.55,273,851.77,419.25,50195.4,3656.65,457.3
102.3,168.85,3256.9,923.1,264.55,821.33,413.2,50414.75,3674.95,434.45
102.23,166.15,3247.75,911.5,265.85,808.12,426.35,50102.2,3613.8,431.5
102.23,166.05,3230.75,907.35,266,805.75,431.3,50538.05,3625.7,424
101.4,163.2,3194.35,883.15,265.1,808.27,418.9,49997.15,3600.55,412.45
104.93,168.8,3224.45,881.8,269.35,800.77,427.65,50195.2,3648.55,428.35
103.43,168.8,3271.7,889.55,269.2,777,435.15,50827.25,3657.35,428.35
105.33,188.05,3239.35,890.9,264.6,778.62,439.45,51472.35,3703.2,432
104.8,184.05,3225.95,884.2,265.75,782.38,439.75,51685.7,3687.1,427
104.17,187,3233,884.35,265.95,782.17,441.7,51604.45,3568.3,425.6
101.4,187.05,3230.6,893.15,266.9,788.83,438.2,50434.75,3638.5,393.45
96.03,184.6,3285,892.85,270.05,794.9,435,50240.05,3680.45,391.05
95.13,186.45,3230.85,902.7,268.2,790.77,421.2,51059.45,3618.8,379.75
92.67,177.65,3231,905.65,273.85,797.98,422.65,51590.9,3522.8,389.3
93.27,173.05,3234.75,894.5,277.35,809.52,427,52585.1,3311.65,369.95
91.37,165.15,3130.45,887.65,276,790.17,420.05,51659.5,3319.5,362.05
92,167.75,3145.7,885.65,280.2,802.17,420.85,51929.9,3338.85,371.45
93.07,167.7,3102.95,878.9,277.1,774.77,423.5,53339.2,3357,372.8
87.93,161.95,3134.9,897.45,281.25,770.5,423.85,53066.7,3349.35,372.15
87.83,156.05,3148.35,898.8,277.3,764.9,412.8,52466.4,3313.6,364.35
85.53,154.2,3093.1,903.55,276.85,769.6,410.25,52351.7,3301.75,363.95
86.03,154.35,3078.3,902.35,275.9,771.95,401.2,51668.9,3250.7,360.7
88.27,160.1,3107.95,908.15,276.9,784.7,387.75,51992.2,3274.4,372.7
88.27,158.85,3091.55,915.35,278.6,788.27,379.3,53006.9,3262.5,367
85.3,159.05,3013.55,912.45,277.9,793.5,372.85,53678.8,3283.4,359.95
85.67,159.6,2965.75,911,277.5,783.08,381.4,53092.05,3259.95,362.85
85.83,157.75,2940,899.35,281.65,783.55,371.6,53359.6,3252.65,358.35
85.3,158.7,2947.8,890.65,278.85,789,363.95,55011.6,3205.4,363.7
85.77,159.6,2970.1,895,278.5,787.5,370.45,55400,3155.9,360.75
85.5,152.95,2880.8,891.9,277.65,781.42,367.55,53025.05,3119.05,361.45
85.07,152.8,2897.9,893.55,273.6,770.1,364.7,51349.15,3108.75,354.6
84.27,153.25,2894.95,899.15,276.6,761.15,360.8,51579.2,3139.45,355.2
85.3,150.95,2865.8,898.65,278.85,762.1,359.55,51710.65,3214.95,358.05
84.73,148,2852.4,897.65,276.55,765.67,351.15,50386.1,3233,359.65
83.2,148.6,2872.25,898.3,275.5,766.6,342.85,50391.45,3166.3,348.15
81.67,148.9,2886.45,900.3,277.15,760.95,341.85,49084.4,3188.7,333.95
80.8,153.4,2886.3,904.6,278.15,754.98,342.25,48905.65,3125.8,326.8
79.17,151.5,2883.15,892,274.4,743.23,328.35,48893.8,3109.15,320.95
79.57,150.15,2839.6,890.9,274.1,735.2,320.15,48485.95,3116,314.25
79.5,149.9,2826.85,886.1,270.5,727.08,322.05,48692.95,3153.3,316.35
78.13,147.35,2807.3,895.55,259.95,716.05,313.55,48319.45,3132.2,307.85
79.33,153,2831.2,902.15,262.05,716.8,325.55,48996.5,3202.25,314.3
79.33,155.05,2810.65,904.65,265.5,720,321.8,48234.65,3180.9,309.8
80.53,157.5,2847.7,906.1,271.45,725.55,322.1,48855.15,3179.2,319.7
80.6,155.75,2872.1,909.75,274.65,725.05,319.15,49825.3,3159.3,317.95
81.03,159.35,2899.6,909.95,268.95,725.35,325.35,51561.55,3166.45,316.85
81.87,159.65,2895.3,910.2,271.15,738.65,321.95,52154.7,3180.65,321.7
83.57,159.9,2920.2,909.9,271.35,727.35,335.85,52613.4,3154.4,315.35
83.5,158.35,2941.65,903.85,275.4,725.08,337.45,52759.7,3146.15,322.15
83.63,160.4,2938.65,915.15,280.85,721.58,337.45,52424.2,3134.5,320.05
85,158.9,2977.05,907.9,276.25,720.65,338.3,52235,3136.05,321.7
86.03,162.05,3025.35,920.25,279.45,738.73,348.85,53033.5,3161.4,326.55
85.8,158.5,3038.75,922.1,279,739.5,352.35,51416.55,3119.75,326.6
85.07,157.5,2994.75,921.1,279.55,724.12,330.65,50147.8,3070.9,324.2
85.4,162.3,3004.45,923.7,280.45,733.3,332.1,50304.7,3036.1,323.5
85.77,162.5,3066.4,924.55,286.45,737.38,337.2,50469.3,3030.05,325.85
84.6,161.1,2976.8,927.4,283.95,724.92,333.85,48841.6,3008.6,313.2
85.83,161.6,3003.35,930.75,286.1,748.27,334.85,48883.3,3033.9,324.9
86.77,164.15,3032.9,933.7,283.55,728.58,344.35,49900.1,3055.55,323.5
86.13,161.5,3005.45,940.3,277.95,705.33,343.65,49118.95,3065,313.85
85.07,163.05,2970.5,932.95,277.9,716.55,334.15,47574.05,3056.8,306.55
84.5,167.9,2962,924.15,275.4,720.02,332.35,47270.5,3046.8,316.15
82.93,167.05,2942.55,934.65,276.25,717.45,334.7,47214.75,2958.8,307.55
83.4,162.1,2967.75,923.8,281.5,709.92,327.4,47513.75,2877.15,312.5
82.93,163.2,2906.05,903.6,275.95,710.4,315.4,46947.2,2867.6,306.9
85.93,161.1,2894.3,886.65,276.05,706.45,311.4,46672.35,2954.95,304.1
89.53,176.95,2902.6,917.4,278.45,710.25,319.95,49080.5,3019.95,303.3
88.87,174.75,2935.05,926.85,276.5,699.65,327.4,49876.9,2997.75,315.9
87.83,173.4,2991,926.55,275.05,709.33,325.4,50548.45,3063,320.3
89.17,174.3,2929.35,914.8,270.75,676.85,327.1,50108.3,3073.55,329.4
90.77,160.5,3079.35,949.05,280.45,724.55,354.75,52576.9,3142.2,334.95
93.77,165,3204.15,963.75,297.5,753.38,378.2,53515.45,3157.25,349.35
92.4,151.2,3124.2,972.5,298.45,740.95,375.1,52166.55,3134.05,348.8
95.47,148.95,3235.55,979.1,297.75,765.73,394.3,52046.7,3222.8,371.15
92.7,148.05,3302.55,977,297.2,760.38,392.3,50851.95,3198.4,370.5
89.8,142.55,3302,984.15,298.5,763.12,386.15,50179.7,3208.75,369.05
91.77,146.55,3301.5,954.45,293.15,767.65,395.75,50264.3,3183.3,377.2
91.33,150,3302.6,956.55,294.95,781.52,408.75,49569.1,3195.6,377.6
94.37,155.3,3330.55,973.05,291.25,786.85,407.3,50095.45,3198,372.7
92.67,155.3,3320,970,291.55,801.73,407.55,47799.8,3208.8,381.1
92.63,156.25,3311.95,973.15,291.55,804.55,407.1,47955.55,3194.95,373.55
92.17,153.05,3212.1,936.2,290.5,790.02,407.75,46403.6,3194.2,369.2
92.87,155.15,3265.8,926.95,296.7,789.65,405.45,49638.55,3214.5,375.55
93.4,156.55,3295.35,944.1,285.1,811.25,407.95,50100.05,3212.7,373.3
94.17,158.4,3307.9,963.2,284.05,797.95,408,49949.85,3228.5,377.55
94.47,156.1,3310.7,954.6,285.15,812.1,412.4,50438.25,3289.85,379.4
94.77,157.45,3313.15,943.95,281,791.42,408.6,49770.05,3296,389.6
94.17,155.4,3316.9,937.4,277.2,789.02,409.15,50518.4,3309.5,388.4
90.8,155.7,3264.6,918.75,275,795.2,431.85,51627.6,3258.75,390.1
87.8,150.95,3306.4,912.55,271.9,782.25,423.1,49873.05,3226.45,386.1
88.6,153.95,3330.75,920.45,279.9,786.55,441.85,52449,3232.6,385.25
88.3,154.25,3325.45,932.7,283.7,782.4,439.4,53371.3,3264.7,388.2
89.97,161.95,3376.8,965.4,286.35,807.65,447.25,53034,3303.65,403.7
90.13,163.85,3386.65,969.25,284.65,817.02,446.7,53471.9,3265.5,395.3
90.73,164.5,3467,976.9,286.55,818.33,448,53892.8,3287.95,398.85
91.2,169.45,3460.5,979.25,283.05,810.88,448.55,53693.8,3304.45,405.9
92,169.85,3475.35,979.95,280.05,821.95,452.3,51226.85,3329.05,406.55
91.47,168.9,3485.55,982.85,276.5,819.45,431.2,51894.9,3268.15,406.6
89.8,167.4,3364,970.65,271.2,793.33,418.2,50872.55,3222.8,395.1
88.67,161.9,3285.55,974.45,270.6,788.52,408.95,48605.6,3190.1,393.15
95.93,168.45,3404.2,974.95,277.3,800.77,419.25,49753.35,3303.8,409.7
94.1,164,3431.25,978.75,282.2,806.55,409.8,46562.4,3292.45,405.35
95.2,166.35,3417.05,973.65,281.65,802.33,410.2,45715.45,3312.1,404.75
97.43,169.15,3421.1,978.75,282.25,790.58,408.2,45841.3,3365.1,409
98.07,169.45,3400.95,975.2,285.35,794.38,409.45,44375.85,3368.7,414.4
96.23,164.35,3398.1,969.6,289.65,803.35,406.4,43806.65,3365.15,406.45
97.17,166.7,3410.5,962.05,291.25,817.38,412.9,43620.5,3376.05,402.85
98.1,166.45,3411.6,969.05,294.4,829.17,413.15,43101.65,3368.6,402.85
97.77,164.75,3475.5,969.55,292.8,843.62,410.3,40507.8,3371.3,407.6
100.2,166.6,3531.6,963.1,293.9,836.48,410,41124,3357.5,406.4
97.57,168.3,3539.9,970.4,293.25,825.95,407.75,40722.85,3367.3,414.55
98.33,161.75,3427.95,977.9,290.5,805.8,408.45,39100.2,3376.7,411.3
102.7,171.95,3455.05,984.65,292.8,827.33,417.7,40201.5,3331.05,423.95
104.5,174.75,3472.1,991.4,298.85,840.35,420.25,40035.8,3352,432.85
106.43,174.8,3488.95,990.75,297.15,834.95,423.2,39893.6,3410.5,425.3
92.1,169.5,3457.1,975.25,299.65,811.52,431.75,39535.8,3436.85,437.45
90.73,166.35,3354.95,951.75,297,784.1,427.8,38852.55,3453.15,418.35
90.3,161.25,3409.35,950.65,293.75,778.08,422.85,37231.85,3447,413.5
92.73,162.95,3460.55,948.35,290.6,758.35,417.6,37431.8,3456.6,418.5
93.7,164.15,3443.2,953.15,293.8,781.33,421.9,37591.45,3477.15,407.6
93.97,160.05,3406.35,937.85,288.15,768.12,416.2,37471.65,3566.55,403.2
92.97,158.3,3437.7,948.65,288.45,759.1,414.65,36339.7,3612.7,405.75
93.93,161.95,3464.3,949.15,292.55,764.8,415.7,36458.85,3625.15,395.1
91.2,163.15,3432.95,949.9,293.9,767.83,411.1,36300.3,3646.8,404.15
91.27,164.3,3361.35,936.5,290.8,749.55,411.2,35744.25,3652.35,406.75
95.93,160.05,3369.25,947.9,295.75,764.8,415.75,35485.6,3634.1,402.95
94.67,161.65,3350.45,958.05,299.75,772.52,415.25,36110.1,3660.2,402
93.57,154.5,3329.55,967.9,302.2,764.75,409.65,36553.95,3679.05,398.15
91.73,151.35,3336.7,972.4,303.45,762.8,415.5,36525.05,3693.95,404.65
91.4,149.55,3272.05,956.05,298.75,763.98,410.05,36126.3,3675.6,404.55
92.33,149.6,3285.1,957.5,295.8,775.02,398.6,36129.25,3715.2,401.95
90.93,145.95,3236.9,962.6,294.55,755.15,399.8,36660.75,3698.1,400.35
90.9,160.4,3103.35,959.8,286.05,750.95,404.7,36716.85,3712.85,403.95
93.13,158.45,3128.45,970.7,289.25,765,414.3,36902.45,3695.85,420.1
93.43,157.5,3152.15,1015.25,292.5,784.23,404.05,37092.45,3685.15,419.7
91.8,157.65,2884.6,959.85,295.75,794.8,406.5,37068.2,3671.2,416.45
89.27,155.75,2880.85,942.7,295.65,792.85,405.25,35315.4,3554.2,408.2
88.87,148.85,2830.45,936.15,296.95,783.48,389.95,34605.85,3582.05,414.75
92.43,151.15,2880.7,968.65,301.1,799,399.9,33922.45,3568.35,423.45
94.57,147.5,2882.2,951.65,302,795.05,404.1,33799.15,3578.35,422.3
97.27,151.7,2933.8,933.35,303.6,795.4,389.65,33844.15,3685.95,421.4
99.63,154.5,2865.3,931.4,307.6,817.65,380.5,34053.9,3724,426.6
99.33,154.85,2812.8,943.2,307.65,808.52,376.65,34026.1,3553.1,411.7
98.2,153.8,2823.8,967.75,303,793.12,371.05,33862.5,3569.85,414
98.2,155.85,2850.4,961.7,306.85,821.55,381.3,34668.05,3570.65,412.75
93.93,150.7,2850.9,955.25,307.6,825.27,375.9,34153.6,3575.95,409.7
93.4,152.25,2814.75,959.65,305.1,805.9,365.05,34389.3,3651.55,409.2
96.1,157.55,2809.45,949.05,304,806.52,366.25,35317.55,3629.15,412.1
93.2,158.3,2760.05,941,310.75,791.35,359.6,34829.5,3581.15,413.25
93.2,159.05,2816.3,928.9,313.75,792.52,357.7,34599.15,3569.15,413.8
95.07,164.25,2820.6,926.8,312,799.52,359.65,34221.85,3524.85,417.75
96.5,163.7,2859.75,931.2,313.75,790.12,358.9,34567.3,3514.15,414.9
94.33,160.15,2867.6,924.3,317.2,799.3,359.9,34490.05,3536,404.8
92.2,160.75,2857.2,932.95,313.9,809,356.9,35238.25,3490.4,406.05
92.8,162.35,2859.25,944.85,315.1,828.58,357.6,35292.75,3541.1,402.65
91.93,154.75,2805.05,946.45,312.8,823.25,357.4,35391.1,3544.35,401.45
93.3,158.15,2809.15,947.1,314.6,815.8,356.4,35231.25,3574.95,402.85
92.93,159.45,2836.25,941.7,308,830.88,368.65,34746.2,3516.2,401.9
92.03,159.8,2840.9,925.7,307.95,819,367.4,35146.6,3475.45,405.25
88.03,156.6,2808.3,920.05,310.8,814.3,366.8,33656.65,3459.45,405.85
85.13,153.95,2758.95,918.5,308.65,803.62,359.9,33077.65,3464.25,406.25
81.3,153.9,2771.4,908.7,304.4,778.42,357.15,33519.2,3445.4,396.5
79.3,154.4,2748.15,898.25,313,764.4,357.6,32941.9,3404.15,389.9
79.37,151.85,2683.3,885.9,318.9,760.92,359.6,31870.95,3392.85,391.5
78.83,147.15,2632.95,885.3,310.85,755.75,359.5,31317.25,3395.5,390.45
81.63,152.2,2625.45,882.15,306.7,774.77,367.1,31676.9,3459.45,388.15
81.77,149.1,2613.7,886,309.8,787,366.45,31718.75,3485.25,379.3
81.23,149.9,2564.85,884.25,309.8,785.6,368,31844.9,3468,375.45
82.6,151.65,2622.2,866.7,313.25,776.08,364.35,32246.95,3432.7,376.6
81.57,150.6,2639.6,855.6,315.15,765.92,360.25,31332.25,3397.2,376.35
80.93,151.6,2686.9,868.25,314.1,744.45,360,31595.2,3454.2,371.5
81.7,151.8,2682.6,859.45,312.25,740.8,360.15,31663.65,3472.7,366.85
80.93,148.8,2681.15,860.7,307.9,743.5,359.7,31923.2,3412,367.05
80.23,146.1,2678.2,862.9,303.45,742.8,358.75,31982.65,3392.85,364.2
82.5,146.3,2729.25,872.05,301.55,752.8,354.4,32197.05,3399.8,362
80.8,149.05,2761.25,855.8,303.35,758.77,357.3,32546.45,3420.65,364.65
80.93,147.95,2770.4,864.7,307.65,765.23,362.7,32612.25,3423,362.05
79.53,145.4,2795.15,855.15,307.6,772.17,360.15,33013.5,3443.95,360.6
78.73,143.45,2773.85,854.75,303.25,761.38,360,33262.4,3439.25,353
78.67,140.2,2763.35,866.75,305.9,785.23,361.25,33427.65,3464.8,355.35
80.03,141.55,2799.5,863.1,299.3,771.6,363.75,33425.6,3431.75,358.05
78.9,138.75,2765.1,849.25,290.1,742.55,356.65,33341.95,3485.5,359.25
80.33,142.8,2706.2,861.35,289.7,741.33,364.5,33774.45,3466.05,360.5
80.47,138.4,2746.05,853.8,298.3,764.3,372.45,33447.9,3482.9,363.55
