BHEL,BOB,Britannia,Colgate,Dabur,Godrej,Havells,MRF,Oracle FS,Titan
187.93,222.95,1914.35,963.23,248.75,539.15,276.3,39944.6,3291.95,400.65
186.07,223.1,1914.65,956.42,249.6,550.1,280.2,38728.15,3322.15,398.85
189.63,223.85,1901.15,961.4,250.2,545.17,280.2,39146.55,3346.05,399.75
188.37,225.58,1915.05,946.55,250.2,547.67,272.1,38902.65,3369.65,406.95
187.5,217.36,1920.75,963,254.15,540.98,271.3,39513.2,3369.95,393.6
187.37,216.97,1908.65,972.88,257.8,547.02,271.6,39496.1,3345.65,394.5
182.57,216.17,1928.7,979.55,251.4,562.7,271.65,39161.75,3345.15,387.2
179.3,219.64,1934.15,973.7,249.9,534.65,266.25,38321.4,3371.25,375.9
179.17,215.01,1946.05,969.35,251.05,542.73,263.65,38235.35,3368.3,371.6
171.67,216.32,1933.4,969.85,235.75,540.58,270.35,38170.1,3302.6,372.2
171.77,216,1932,963.42,234.75,529.42,270.85,38094.45,3273.25,376.8
169.83,212.09,1945.3,960.1,229.45,511.77,273.1,37707.25,3289.2,372.9
171.7,215.52,1969.2,962.45,230,495.07,273.8,38076.5,3325.15,372.9
169.23,213.34,1995.75,937.17,227.75,480.07,266.25,37381.05,3300.7,374.6
173.97,211.9,1881.9,920.08,224.35,476,262.65,37460,3300.6,372.7
182.27,219.19,1879.85,914.08,231.45,485.23,277.8,38477.3,3405.6,385.9
183.53,219.25,1878.55,921.95,234.7,485.05,275.1,38192.25,3411.15,382.8
179.03,216.61,1831.5,902.92,232.4,482.95,276.3,37981.35,3357.65,379.8
176.83,216.78,1840.1,892.75,233.75,486.4,275.35,37918.55,3362.55,381.65
172.23,216.47,1784,888.62,232.3,477.57,274.25,37923.8,3361.8,377.1
169.67,213.68,1780.2,890.8,228.45,476.18,271.05,38414.45,3395.15,373.95
167.7,213.64,1731.15,881.98,229.95,476.32,269.9,36442.95,3333.6,367.25
169.7,211.94,1755.4,876.1,228.4,477.57,265.15,36186.45,3334.4,368.75
174.4,211.85,1764.1,894.3,232.8,489.9,268.05,36935.65,3347.4,374.85
177.3,211.08,1788.4,889.25,231.05,481.02,269.4,37472.65,3363.25,381.95
172.7,208.08,1723.75,892.3,227.8,461.4,268.35,37871.15,3323.6,376.6
171.57,211.03,1742.2,882.1,231.65,453.4,269.45,37146.2,3239.8,377.25
163.37,202.02,1683,876.17,219.7,438.23,259.75,35561.25,3225.9,355
165.2,201.7,1738.05,859.02,223.3,424.3,252.95,37210.95,3272.05,360
165.87,211.48,1787.65,882.27,230.4,451.07,267.9,37880.15,3254.35,366.55
164.9,211.93,1795.95,901.65,234.7,458.55,265.8,37747.4,3256.3,373.9
169.3,214.64,1760.35,914.3,235.65,472.9,280.4,37674.8,3288.75,385.35
168.73,214.44,1797.65,920.15,238.75,490.15,310.2,37224.2,3300.7,385.6
172.87,209.93,1793.55,904.45,239.25,505.8,333.25,37073.25,3293.5,370.95
177.97,217,1790.5,934.2,240.15,507.73,322.3,37831.65,3336.7,381.15
181.47,220.91,1795.5,956.62,243.4,500.82,320.4,38051.9,3450.55,387
182.6,217.04,1834.4,958.75,244.95,484.62,326.85,37615.25,3521.15,385.6
185.53,217.83,1800.8,957.4,244.6,483.52,332.45,37496,3446.65,386.45
180.97,216.91,1745.75,954.35,243.05,484.98,321.25,34281.45,3454.9,388.3
182.8,216.53,1686.85,956.05,245.7,486.35,324.15,33532.75,3444.2,390.2
189.2,217.44,1647.95,930.6,240.9,477.2,319.45,33543.7,3345.15,370.85
189.47,203.05,1681.55,937.98,243.5,486.25,309.9,33151.2,3314.55,364.3
180.73,202.33,1652.05,933.2,240.7,480.5,307.9,32989.7,3267.95,370.7
177,202.31,1589.2,949.15,242.9,492.05,304.05,31714.25,3302,370.3
171.77,208.05,1652.55,965.15,236.65,488.5,307.8,31921.7,3304.65,371.7
168.17,207.73,1673.8,946.6,230.65,479.62,311.8,31676.05,3299.65,367.35
163.87,205.1,1672.5,962.15,235.45,482.95,306.4,32044.9,3289.4,361.8
166.07,208.01,1698.9,968.62,232.05,481.6,306.05,32095.8,3249.9,366.4
169.47,211.2,1664.8,977.23,232.1,490.27,306.85,32618,3260.05,373.45
166.1,211.5,1644,971.6,235.75,491.3,306.75,32621.2,3319.6,377.6
163.9,202.96,1624.3,991.92,231.35,489.35,308,32355.25,3300.9,374.65
165.2,199.99,1597.15,993.8,232.1,486.68,300.8,32244.75,3254,376.5
164.97,203.76,1599.45,944.75,234.15,484.85,302.5,32286.1,3236.85,378.45
163.53,202.41,1529.6,928.7,229.15,480.18,304.4,32634.55,3317.25,372.95
167.27,197.01,1518.7,938.65,226.55,468.98,304.3,32380.85,3332.65,378.95
166,192.49,1520.15,890.23,227.85,462.95,289.05,32336.3,3338.7,378.85
171.97,190.53,1552.35,858.73,226,470.88,289.6,32428.8,3394.8,375.2
168.9,190.01,1508.2,846.6,230.35,476.5,290.75,31828.25,3394.6,382.65
171.13,185.9,1530.8,845.2,226.5,484.93,285.4,31315.65,3383.15,393.5
170.07,182.36,1491.5,844.73,220.2,484.65,279.8,30897.2,3332.7,419.4
169.77,181.26,1459.2,842.92,217.95,470.05,279.5,31071.45,3385.5,411.7
170.2,183.94,1445.45,847.25,213.45,461.2,267.1,31067.25,3306.6,405.75
168.43,181.13,1439.45,861.35,209.4,457.12,269.7,30742.5,3203.2,400.8
160.27,177.84,1446,861.3,215.85,473.98,273.4,30887.75,3174.4,395.65
161.13,177.57,1404.85,858.77,214.85,469.48,268.7,30747.8,3177.1,394.9
158.97,176.76,1391.1,853.15,209.45,468.73,278.5,30634.15,3198.35,389.95
152.03,174.73,1360.05,848.95,205.95,464.07,274.1,30240.05,3211.7,382.8
151.17,174.39,1342.95,848.08,205.85,453.05,267.55,30323.2,3180,380.5
146.4,173.54,1323.8,851.67,207.95,444.05,258.75,30482.9,3205.65,369.05
150.67,174.3,1340,850.65,210,477.05,266.7,31217.45,3213.95,388.35
145.47,173.07,1343.1,849.3,210.9,471.5,267.25,31662.9,3275.65,394.6
147.73,171.82,1331.8,851.88,215.1,490.05,266.35,31675.85,3341.35,397.9
146.03,174.22,1351.85,864.48,216.95,497.07,273.95,31977.45,3384.75,401.15
134.73,171.6,1371.7,859.58,216.75,490.25,268.85,32090.35,3429,402.45
131.63,173.28,1401.55,867.85,215.75,498.9,265.75,31853.3,3443.65,397.25
132.97,179.72,1398.9,867.65,221.1,495.27,259.5,31674.25,3491.2,404.85
133.63,180.46,1392.05,871.27,222.15,494.3,264.85,32681.95,3439.15,407.95
138.5,179.83,1408.8,832.95,220.3,505.15,263.5,31036.05,3415.3,397.95
136.9,179.35,1407.95,819.58,223.75,508.73,261.55,30745.7,3401.4,389.2
135.37,177.46,1404,818.4,225.6,494.32,249.95,30963.3,3435.95,389
141.1,181.12,1391.65,825.58,224.9,512.08,256.7,31340.6,3449.7,393.15
144.3,185.85,1386.35,811,220.5,500.6,261.3,30977.15,3476.65,390.85
147.77,190.92,1369.4,828.5,224.25,512.42,270.9,31601.25,3493.32,396.95
151,189.89,1375.2,813.6,223.4,512.42,270.35,31748.5,3515.35,388.55
152.4,191.45,1414.15,821.83,223,512.98,272.3,31523.7,3507.54,387.6
147.1,185.71,1453.15,806.52,222,513.67,267.35,31307,3491.96,370.25
143.93,184.63,1436.35,824.33,221.05,504.62,272.4,30292,3467.83,376.35
146.97,189.9,1461.4,802.3,224.8,504.38,285.6,31426.75,3516.23,381.95
147.13,188.92,1381.7,802.48,223.7,513.95,291,31184.9,3455.15,388
148.47,184.78,1345.9,795.12,225.95,529.85,290.85,31260.4,3242.78,381.95
146.07,181.22,1306.05,783.3,225.85,526.73,287.1,31058.8,3191.13,385.1
147.47,180.47,1275.05,785.15,228.25,550.98,287,29907.6,3175.99,397.05
149.23,178.05,1271.05,794.15,226.9,539.62,285.95,29580.7,3171.21,385.8
148.53,177.01,1260.85,777.62,226,507.35,273.1,27159.7,3149.05,387.65
151.37,175.33,1254.4,766.45,225.75,520.23,274.55,26721.15,3181.08,387.9
157.9,177.2,1281.7,770.8,227.5,539.2,276.1,25605.5,3168.97,383.45
160.2,177.94,1257.15,771.6,227,503.27,275.2,25607.15,3206.49,385.35
159,177.81,1262.6,774.2,227.5,501.2,279.35,25264.15,3187.57,371.9
160.6,174.3,1242.9,768.05,232.6,492.98,284.2,24030.95,3164.89,363.4
152.77,177.55,1259.85,769.62,232.25,483.15,294.55,24255.4,3187.75,363.6
155.33,178.27,1256.6,754.4,227.15,469.23,272.4,24047.3,3119.12,361.65
154.83,179.13,1222.35,751.12,223.15,451.75,248.78,24112.9,3105.08,361.7
151.67,183.97,1249.75,751.75,222.35,464.57,251.49,24325.15,3117.85,363.25
153.13,180.28,1246.2,747.77,224.55,479.5,251.72,24214.85,3076.43,366.95
154.3,176.06,1260.1,737.83,219.9,468.25,250.23,24163.8,3050.67,346.4
151.7,177.45,1283.5,743.17,225.75,458.98,253.86,24315.55,3044.84,348.4
148.07,177.26,1270.1,725.17,223.5,442.65,247.86,24097.95,3030.53,350.35
141.97,175.65,1190.95,724.48,217.9,445.38,244.59,23364.95,3000.56,350.95
139.8,175.02,1133.7,732.58,211.15,440.6,235.4,23329.65,3024.74,343.55
149.47,182.82,1152.45,736.85,206.1,436.3,236.11,23399.85,2993.85,349.1
147.7,178.53,1155.95,739.48,202.75,435.43,233.97,23360.2,3025.4,341.75
147.27,171.85,1130.1,744.95,205.6,431.82,236.19,23434.35,3020.88,341.95
153.9,175.68,1147.65,762.98,202.75,437.4,233.75,23585.05,2962.39,347.3
152.97,178.52,1151.6,762.73,205.3,436.82,235.81,23524.25,3005.22,344.25
152.1,181.88,1128.75,770.92,202.85,419.68,239.25,23788.4,2975.6,344.35
152.63,179.71,1114.75,776.55,204.2,424.62,231.43,23694.55,2993.19,342.2
149.4,178.72,1149.5,774.38,202.35,421.35,232.13,23324.15,2897.49,326.65
152.23,174.37,1148.4,783.1,207.25,420.35,239.59,23337.2,2908.81,341.05
153.97,177.32,1112.15,791.33,200.15,421.73,233.45,23584.65,2905.87,342.65
153.23,173.32,1071.15,795.17,197.95,434.4,242.2,23594.45,2871.52,334.5
151.37,172.43,1073.75,818.58,199.6,429.32,247.28,23719.7,2819.91,332.15
157.53,176.56,1064.5,831.88,194.95,420.27,252.13,23858.1,2862.17,336.1
156.33,170.73,1045.25,838.12,194.1,414.85,252.72,24332.3,2865.72,340.65
156.03,166.4,1040.55,820.48,192.95,417.52,253.24,22992.05,2861.07,337.75
156.8,167.48,1032.35,824.77,194,401.95,251.63,23211.85,2821.98,330.95
159.1,167.38,994.65,831.88,194.05,400.5,255.47,23311.65,2794.68,329.95
162.1,169.19,988.2,832.95,194.05,402.93,256.14,23288.55,2785.95,334.5
160.8,167.53,977,803.15,194.45,401.95,244.32,22821.3,2771.52,327.9
156.43,165.91,983.6,808.48,194.6,405.3,244.39,21906.75,2702.45,327.75
151.13,159.43,980.35,790.77,190.25,404.9,242.29,21513.9,2724.08,322
148.83,156.53,984.55,768.77,194,401.5,242.94,21617.1,2699.34,330.4
162.5,165.08,995,767.73,194,402.23,241.69,22445.05,2701,327.2
162.3,166.89,997.65,782.88,194.8,402.02,237.88,22833.6,2717.02,347.95
161.93,166.47,1020.4,800.83,192.5,404.27,237.37,22957.75,2725.53,341.5
176.57,173.02,1005.35,831.9,193.3,407.77,244.86,23620.85,2824.13,357.4
175.27,175.1,1015.05,832.95,191.4,404.45,239.82,23742.45,2800.52,357.2
174.07,175.19,1018.35,803.85,192,403.52,238.65,23732.4,2826.01,360.8
172.93,176.18,1030.25,807.62,186.45,404.8,237.34,23866.05,2881.21,359.5
168.3,175.65,1016.2,765.23,187,404.8,234.31,23649.75,2719.17,355.8
166.87,175.29,1008.4,754.27,187.5,412.2,234.5,23611.6,2748.44,353.05
162.97,169.27,976.15,757.65,186.05,406.93,234.81,23176.3,2670.73,353.15
167.47,169.56,979.2,767.12,184.75,399.98,220.53,23159.1,2607.41,346.8
166.57,173.59,997.25,766.95,185.9,404.75,223.17,23490.6,2599.16,342.7
166.87,172.94,942,761.9,185.8,400.5,223.66,23798.05,2588.1,337.75
162.9,167.02,932.55,759.77,187.75,404.98,220.09,23610.9,2553,326.05
159.2,166.11,915.8,777.4,188.85,401.7,220.56,23180.5,2555.63,333.85
160.6,168.74,918.6,788.02,190.6,405.02,223.51,23312.15,2580.47,320.45
160.9,171.86,934.7,761.8,189,402.77,227.8,23483.9,2553.04,314.35
165.2,175.25,947.3,755.05,188.45,405.18,231.8,23469.3,2566.91,322.45
160.7,170.48,948.5,752.23,187.2,415.9,230.73,22804.6,2571.17,322.6
158.5,168.17,926.4,759.8,189.05,429.12,228.26,23279.05,2588.98,319.9
162.43,175.07,981.3,742.5,192.5,445.57,234.75,23866.95,2613.42,328.65
164.8,178.27,969.25,726.15,189.55,442.6,234.7,23785.3,2597.84,328.9
170.53,177.62,875.85,726.9,191.9,429.7,225.65,24242.75,2592.71,341.4
175.3,181,881.2,713.1,189.45,422.85,229.91,24585.9,2583.72,326.6
175.17,180.89,884.8,706.02,190.85,445.48,234,24340.2,2571.47,327.25
173.63,177.02,894.95,699.75,188.85,422.62,236.58,23848.4,2545.59,323.35
171.73,178.14,898.9,696.17,184.4,392.12,213.51,23142.4,2479.59,320.2
171.57,173.9,898.2,702.15,185.3,400.82,211.24,23198.45,2484.81,320.25
165.73,174.99,891.3,695.25,184.25,394.38,196.6,23009.15,2501.31,315.15
161.47,168.53,881.1,693.42,188.45,389.7,194.08,22733.3,2483.67,310
162.2,175.36,869.3,682.17,178.6,381.88,190.28,22936.1,2499.78,313.85
165.9,174.8,880.8,680.55,180.85,378.68,188.24,22880.95,2567.83,315.1
163.77,177.35,871.25,663.45,179.55,394.02,193,22731.7,2488.32,319
172.77,182.29,869.75,665.83,178.8,390.07,187.29,23076.45,2503.59,321.25
181.43,190.9,867.05,684.65,183.15,398.23,187.15,23143.5,2536.59,325.35
175.6,185.02,833.3,681.27,185.05,402.15,189.64,22833.45,2526.59,331.4
180.7,186.87,838.1,682.58,184.05,400.6,192.32,22445.3,2555.63,310.45
185.2,187.41,835.45,681.02,182.95,402.98,192.77,22775.9,2468.75,314.1
177.7,193.82,825.65,668.8,180,418.6,194.11,22820.2,2463.8,307.3
154.4,186.83,863.2,698.27,181.5,416.77,188.07,22222.8,2553.75,307
145.4,184.24,881.6,698.92,187.85,405.52,189.87,21584.75,2588.59,317.4
144.27,191.57,890.95,706.4,189.7,399.48,192.5,21902.3,2658.35,304.7
145.97,175.57,874.15,703.3,188.85,396.8,190.98,21404.8,2638.21,296.1
132.43,167.97,849.1,708.48,182.1,381.82,189.46,21602.25,2591.7,285.05
129.37,166.06,852.85,708.95,179.85,374.07,185.84,21417.2,2591.22,277.5
122.83,161.98,858.7,704.8,179.7,372.95,181.72,21287.95,2603.11,277.45
118.93,160.51,858.35,708.65,178,382.35,180.86,20761.25,2559.19,272.45
119.3,161.17,850.4,711.92,179.2,393.5,181.64,20812.65,2598.59,271.2
118.63,161.92,860.6,717.95,179.5,398.23,183.08,20641.05,2624.13,262.1
120.23,160.25,855.85,718.85,180.25,399.68,184.42,20714,2625.05,258.05
120.3,163.39,864.05,717.35,179.25,399.25,186.28,20528.55,2633.08,254.85
124.37,163.43,862.8,730.48,177.8,392.52,188.07,20721.55,2633.43,260
124.13,164.1,891.45,737.2,180.1,390.38,190.45,20656.35,2679.33,258.3
127.47,161.86,890,741.17,178.8,401.9,183.92,20428.5,2715.83,258.2
126.4,161.31,892.5,737.92,178.35,407.05,183.6,21697.4,2711.67,255
124.53,156.1,912.45,720.55,179.8,407.1,186.49,22228.6,2752.61,261.25
124.23,157.16,893.1,710.42,178.15,413.65,184.37,23568.25,2778.62,259.45
120.83,154.26,884.45,704.4,179.05,419.38,186.48,23750.05,2805.35,257.2
117.03,151.53,879.95,692.45,178.9,420.65,185.51,23454.95,2752.3,255.65
121.33,150.62,882.95,698.65,178.8,420.95,186.72,23464.2,2770.64,257.4
123.63,155.57,888.35,710.12,179.15,433.45,183.93,22837.35,2807.37,262.75
124.37,157.42,875.55,705.38,181.15,431.88,183.63,22146.75,2702.76,262.95
121.07,158.44,854.75,699,182.75,428.48,180.51,22388.25,2676.56,264.25
118.43,150.07,832.65,693.88,183.5,417.57,177.73,22290.7,2667.35,262.75
122.33,151.15,860.95,695.33,179.95,419.32,178.57,22379.9,2672.7,269.8
124.9,151.43,842.1,697.6,184,418.4,180.15,22216.95,2658.09,268
128.9,155.02,839.45,671.35,182.35,444.7,180.15,22276.35,2685.86,265.35
129.67,147.37,841.2,675.8,188.35,449.57,182.82,21669.35,2676.7,265.15
130.7,144.15,843.4,686.25,179.65,429.68,186.78,21788.75,2709.47,262.7
133.4,146.26,829,682.45,179.1,410.9,181.88,21459.15,2674.41,253.15
131.9,139.11,816.7,679.38,177.9,392.27,179.63,21118.35,2618.12,253.8
130.37,135.79,832.8,681.33,177.15,380.82,181.35,21863.7,2580.73,248.75
131.03,132.85,841.15,671.6,176,376.75,182.91,22205.7,2575.47,255.4
125.37,133.02,845.85,675.02,179.45,376.45,179.61,22167.05,2548.83,252.9
124.93,131.03,862.85,1347.55,179.7,381.9,863,22496.25,2908.35,254.95
125.17,131.23,858.3,667.3,179.95,386.25,172.88,22300.9,2549.14,255
123.23,128.25,855.8,676.98,179.05,370.75,170.2,21453.8,2531.06,253.4
126.77,131.86,854.3,662.77,177.9,381.9,174.68,21583.15,2501.53,254.85
126,131.92,855.95,659.83,177.05,369.02,172.39,21591.85,2550.02,255.35
125.3,131.38,858.4,654.4,173.95,355.25,168.11,20943.45,2530.84,253.15
122.07,128.69,862.9,656.88,171.8,354.07,169.19,20671.05,2549.31,251.65
122.63,128.39,866.1,659.65,173.2,363.52,170.1,20844.4,2586.96,252.25
126.23,129.58,873.55,663.55,174.7,356.18,165.99,20785.9,2593.63,248.75
126.3,130.39,875.25,659.17,172.9,362.05,167.47,20663,2605.43,250.55
123.23,129.91,874.9,668.3,171.55,369.98,162.58,20412.35,2640.58,255
115.57,123.11,884.35,662.12,172.85,376.2,161.04,20367.6,2666.34,246.8
111.33,122.61,891.05,657.98,171.7,380.8,154.42,19478.55,2687.14,245.65
111.3,115.35,864.7,657.08,174.05,389.7,153.87,19633.35,2698.59,254.8
108.47,109.19,866.3,659.12,172.3,391.6,152.73,19098.75,2720,249.25
111.83,110.23,888.4,656.77,173.45,392,153.76,19086.75,2732.9,242.5
108.27,107.67,886.6,656.33,172.1,385.35,153.45,19026.55,2700.3,245.6
106.47,107.45,895.15,657.42,172.05,399.48,155.48,19085.75,2691.88,243.2
104.37,105.55,890.75,655.33,172.65,393.68,152.08,19002.55,2698.41,235.7
100.4,103.6,895.6,654.52,173.2,402,154.18,18918,2721.76,234.05
100.63,102.76,904.95,654.83,170.15,389.57,154.24,18834.3,2668.09,234.15
100.43,106.3,915.35,660.25,170.55,381.45,153.2,19113.25,2650.02,232.6
99.77,107.58,913.05,655.55,170.8,378.48,150.97,18850.15,2666.78,228.65
98.37,106.61,900.55,662.17,172.65,375.43,152.5,18890.7,2689.9,228.95
99,107.26,902.6,662.88,173.65,370.52,154.02,18897.6,2707.67,231.55
101.3,106.06,899.4,656.55,172,369.77,153.32,18890.3,2707.59,229.35
104.9,112.35,905.75,662.62,177.75,359.95,156.94,19182.45,2742.56,230.3
103.4,112.27,901.3,659.08,176.3,358.7,156.68,19161.95,2742.38,232.3
103.93,112.46,910.2,655.05,174.65,359.55,154.14,18832.65,2747.78,230.95
103.83,111.58,900.8,652.58,174.8,364.9,156.59,18807.8,2772.35,225.7
104.73,107.65,887.2,661.58,173.25,369.43,157.29,19378.35,2762.96,225.55
107.23,108.65,870.2,660.58,173.1,361.32,155.7,19925.45,2784.99,220.9
108.57,108.48,874.7,659.83,170.05,358.32,153.68,19895.15,2757.87,221.75
111.43,106.2,886.1,655.98,168.4,361.52,154.75,19676.75,2793.98,219.95
115.17,109.68,882.55,649.9,172,376.85,155.74,19433.95,2811.53,221.55
115.47,106.27,869.8,647.15,170,357.23,154.08,19030.1,2795.78,222.8
113.83,111.16,868.4,656.83,171,369.62,153.96,18948.65,2807.72,214.65
109.57,113.48,865.6,653.92,168.3,356,149.02,19034.35,2804.03,217
108.17,113.73,851.05,654.25,163,342.88,145.05,18804.7,2830.31,215.85
110,120.5,865.2,660.12,163.95,352.52,151.7,19249.75,2844.97,218.7
114.17,125.41,872.65,660.58,161.75,367.35,155.29,19408.85,2863.57,225.35
113.33,126.6,874,660.12,160.8,383.75,156.29,19953,2799.29,217.35
113.17,126.46,879.7,655.15,167.7,382.3,160.61,19624.7,2785.86,217.8
115.93,124.53,887.85,662,169.75,389.35,162.65,19610.8,2792.18,216.5
114.57,125.67,896.75,660.05,167.2,385.27,156.44,19522.75,2760.11,217.05
113.23,128.42,910.9,655.67,168,379.25,157.5,19824.8,2808.51,218.2
111.03,128.58,907.15,656.05,170.6,394.68,155.29,19271.85,2850.85,218.05
108.13,124.09,905.05,658.62,171.8,397.52,158.48,19264.25,2844.14,221
109.23,123.52,898.65,661.02,169.95,401.52,160.57,19124.75,2853.48,221.1
108.67,122.51,896.05,661.23,173.95,405.82,161.9,19101.5,2846.24,220.25
108.6,124.05,897.55,659.98,173.05,408.12,163.95,19153.1,2850.06,223.85
108.6,125.92,906.95,668.2,174,415.15,167.46,19075.95,2886.3,222.75
110,123.36,903.85,670.5,172.6,406.82,166.64,19120.35,2885.56,226.05
109.53,127.45,908.9,675.75,169.7,415.48,166.05,19287.95,2895.08,227.8
110.3,129.97,916.85,676.98,167.05,411.9,163.01,19162.65,2949.88,227.4
113.13,129.96,909.2,669.6,166.9,419.15,160.42,19019.85,2887.62,226.35
116.93,131.47,918.45,680.45,172,425.35,158.63,19276.95,2873.93,230.8
