"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"GAIL","31-Dec-2018","31-Jan-2019","CE","380","4.65","4.9","3.85","4.55","4.6","4.55","87","891.84","10.13","178689","-21336","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","390","2.45","3","2.45","2.85","2.9","2.85","14","146.65","1.03","106680","8001","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","400","1.7","1.8","1.6","1.75","1.7","1.75","10","107.13",".45","112014","13335","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","410","1","1.2","1","1.2","1.2","1.2","3","32.89",".09","13335","2667","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","420","0.7","0.8","0.7","0.8","0.8","0.8","5","56.1",".1","18669","13335","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","430","0","0","0","9.9","0","0.55","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","440","0","0","0","8.45","0","0.3","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","450","0","0","0","7.2","0","0.15","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","460","0","0","0","6.1","0","0.1","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","31-Jan-2019","CE","250","0","0","0","97.85","0","111.9","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","240","0","0","0","104.25","0","123.2","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","250","0","0","0","94.9","0","113.35","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","260","0","0","0","85.75","0","103.5","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","270","0","0","0","76.9","0","93.7","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","280","0","0","0","68.4","0","84","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","290","0","0","0","60.4","0","74.5","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","300","0","0","0","52.85","0","65.25","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","310","0","0","0","45.85","0","56.3","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","320","0","0","0","39.45","0","47.9","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","330","0","0","0","33.65","0","40.1","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","340","0","0","0","28.5","0","33","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","350","0","0","0","23.9","0","26.65","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","360","0","0","0","19.95","0","21.2","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","370","0","0","0","16.5","0","16.5","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","380","0","0","0","13.55","0","12.65","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","390","0","0","0","11.05","0","9.55","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","400","0","0","0","8.95","0","7.1","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","410","0","0","0","7.2","0","5.15","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","420","0","0","0","5.75","0","3.7","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","430","0","0","0","4.6","0","2.6","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","440","0","0","0","3.65","0","1.8","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","450","0","0","0","2.85","0","1.25","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","460","0","0","0","2.25","0","0.85","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Feb-2019","CE","470","0","0","0","1.75","0","0.55","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","240","0","0","0","121","0","124.6","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","470","0","0","0","2.05","0","1.7","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","260","0","0","0","101.75","0","105.2","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","270","0","0","0","92.35","0","95.6","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","280","0","0","0","83.15","0","86.2","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","290","0","0","0","74.25","0","77.05","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","300","0","0","0","65.7","0","68.2","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","310","0","0","0","57.6","0","59.75","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","320","0","0","0","50.05","0","51.8","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","330","0","0","0","43.05","0","44.45","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","340","0","0","0","36.65","0","37.7","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","350","0","0","0","30.9","0","31.6","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","360","0","0","0","25.85","0","26.2","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","370","0","0","0","21.35","0","21.5","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","380","0","0","0","17.5","0","17.4","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","390","0","0","0","14.25","0","14","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","400","0","0","0","11.45","0","11.1","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","410","0","0","0","9.2","0","8.75","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","420","0","0","0","7.25","0","6.8","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","430","0","0","0","5.7","0","5.25","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","440","0","0","0","4.45","0","4","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","450","0","0","0","3.45","0","3.05","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","460","0","0","0","2.65","0","2.3","0","0","0","0","0","360.3"
"GAIL","31-Dec-2018","28-Mar-2019","CE","250","0","0","0","111.35","0","114.85","0","0","0","0","0","360.3"
