Date,Expiry Date,Strike Price (K),Call Price,Put Price
04-Jul-14,29-Dec-16,7000,2184.7,82.15
07-Jul-14,29-Dec-16,7000,2214.65,72.15
08-Jul-14,29-Dec-16,7000,2119.35,139.3
09-Jul-14,29-Dec-16,7000,2085.2,132.15
10-Jul-14,29-Dec-16,7000,2058.35,122.5
11-Jul-14,29-Dec-16,7000,1983.45,152.95
14-Jul-14,29-Dec-16,7000,1958.2,141.4
15-Jul-14,29-Dec-16,7000,2025.75,133.6
16-Jul-14,29-Dec-16,7000,2123.8,133.9
17-Jul-14,29-Dec-16,7000,2119.1,121.45
18-Jul-14,29-Dec-16,7000,2132.1,108.2
21-Jul-14,29-Dec-16,7000,2141.5,95.85
22-Jul-14,29-Dec-16,7000,2220.55,94
23-Jul-14,29-Dec-16,7000,2236.5,83.45
24-Jul-14,29-Dec-16,7000,2261.95,74.05
25-Jul-14,29-Dec-16,7000,2221.9,71.4
28-Jul-14,29-Dec-16,7000,2178,69.25
30-Jul-14,29-Dec-16,7000,2204.65,62.8
31-Jul-14,29-Dec-16,7000,2141.7,69.95
01-Aug-14,29-Dec-16,7000,2055.15,103.45
04-Aug-14,29-Dec-16,7000,2127,101.05
05-Aug-14,29-Dec-16,7000,2180.1,94.05
06-Aug-14,29-Dec-16,7000,2123.8,101.4
07-Aug-14,29-Dec-16,7000,2093.75,94.15
08-Aug-14,29-Dec-16,7000,2028.35,106.75
11-Aug-14,29-Dec-16,7000,2064.25,100.25
12-Aug-14,29-Dec-16,7000,2170.65,102.9
13-Aug-14,29-Dec-16,7000,2169.55,92
14-Aug-14,29-Dec-16,7000,2215.4,83.05
18-Aug-14,29-Dec-16,7000,2290.25,80.9
19-Aug-14,29-Dec-16,7000,2303.7,71.15
20-Aug-14,29-Dec-16,7000,2273.2,65.6
21-Aug-14,29-Dec-16,7000,2281.9,57.15
22-Aug-14,29-Dec-16,7000,2295.2,49.8
25-Aug-14,29-Dec-16,7000,2271,44.7
26-Aug-14,29-Dec-16,7000,2266.15,38.7
27-Aug-14,29-Dec-16,7000,2292.05,33.4
28-Aug-14,29-Dec-16,7000,2300.35,28.8
01-Sep-14,29-Dec-16,7000,2366.95,28.9
02-Sep-14,29-Dec-16,7000,2423.5,26.2
03-Sep-14,29-Dec-16,7000,2446.1,22.6
04-Sep-14,29-Dec-16,7000,2420.95,20.15
05-Sep-14,29-Dec-16,7000,2407.65,17.35
08-Sep-14,29-Dec-16,7000,2492.9,19.7
09-Sep-14,29-Dec-16,7000,2469.7,17.5
10-Sep-14,29-Dec-16,7000,2412.85,19.6
11-Sep-14,29-Dec-16,7000,2401.45,16.7
12-Sep-14,29-Dec-16,7000,2419.6,13.8
15-Sep-14,29-Dec-16,7000,2354.9,16.75
16-Sep-14,29-Dec-16,7000,2256,32.3
17-Sep-14,29-Dec-16,7000,2302.1,28.05
18-Sep-14,29-Dec-16,7000,2447.3,44.55
19-Sep-14,29-Dec-16,7000,2441.7,38.85
22-Sep-14,29-Dec-16,7000,2459.3,33.15
23-Sep-14,29-Dec-16,7000,2353.1,58.4
24-Sep-14,29-Dec-16,7000,2330.75,52.6
25-Sep-14,29-Dec-16,7000,2258.45,64.5
26-Sep-14,29-Dec-16,7000,2302.55,59.45
29-Sep-14,29-Dec-16,7000,2280.85,225.25
30-Sep-14,29-Dec-16,7000,2280.95,46.15
01-Oct-14,29-Dec-16,7000,2250,42.35
07-Oct-14,29-Dec-16,7000,2171.9,55.5
08-Oct-14,29-Dec-16,7000,2152.5,49.75
09-Oct-14,29-Dec-16,7000,2276.7,60.05
10-Oct-14,29-Dec-16,7000,2191.3,77.95
13-Oct-14,29-Dec-16,7000,2202.2,68.75
14-Oct-14,29-Dec-16,7000,2179.45,62.5
16-Oct-14,29-Dec-16,7000,2086.25,90.5
17-Oct-14,29-Dec-16,7000,2104,80.65
20-Oct-14,29-Dec-16,7000,2201.85,83
21-Oct-14,29-Dec-16,7000,2232.6,75.65
22-Oct-14,29-Dec-16,7000,2295.15,70.2
23-Oct-14,29-Dec-16,7000,2303.6,61.4
27-Oct-14,29-Dec-16,7000,2272.45,56.15
28-Oct-14,29-Dec-16,7000,2297.75,49.5
29-Oct-14,29-Dec-16,7000,2350.8,46.1
30-Oct-14,29-Dec-16,7000,2423.2,44.9
31-Oct-14,29-Dec-16,7000,2591.9,61.95
03-Nov-14,29-Dec-16,7000,2583.05,54.1
05-Nov-14,29-Dec-16,7000,2590.5,46.45
07-Nov-14,29-Dec-16,7000,2578,40.55
10-Nov-14,29-Dec-16,7000,2570.7,35.15
11-Nov-14,29-Dec-16,7000,2582.35,29.75
12-Nov-14,29-Dec-16,7000,2597.05,25.2
13-Nov-14,29-Dec-16,7000,2560.65,23.1
14-Nov-14,29-Dec-16,7000,2588.9,19.4
17-Nov-14,29-Dec-16,7000,2618.05,16.8
18-Nov-14,29-Dec-16,7000,2607.95,14.15
19-Nov-14,29-Dec-16,7000,2560.45,14.1
20-Nov-14,29-Dec-16,7000,2571.35,11.7
21-Nov-14,29-Dec-16,7000,2650.5,11.9
24-Nov-14,29-Dec-16,7000,2704.95,10.3
25-Nov-14,29-Dec-16,7000,2633.8,12.45
26-Nov-14,29-Dec-16,7000,2646.35,10.05
27-Nov-14,29-Dec-16,7000,2659.05,8.15
28-Nov-14,29-Dec-16,7000,2755.9,9.9
01-Dec-14,29-Dec-16,7000,2720.95,9.05
02-Dec-14,29-Dec-16,7000,2686.4,8.25
03-Dec-14,29-Dec-16,7000,2702.2,6.5
04-Dec-14,29-Dec-16,7000,2717.95,5.35
05-Dec-14,29-Dec-16,7000,2682.65,4.8
08-Dec-14,29-Dec-16,7000,2587.1,9.85
09-Dec-14,29-Dec-16,7000,2490.45,16.95
10-Dec-14,29-Dec-16,7000,2497.55,14.1
11-Dec-14,29-Dec-16,7000,2435.55,16.2
12-Dec-14,29-Dec-16,7000,2365.4,19.85
15-Dec-14,29-Dec-16,7000,2358.4,16.65
16-Dec-14,29-Dec-16,7000,2236.15,47.8
17-Dec-14,29-Dec-16,7000,2204.95,45
18-Dec-14,29-Dec-16,7000,2341.95,56.3
19-Dec-14,29-Dec-16,7000,2398.5,51.9
22-Dec-14,29-Dec-16,7000,2501.35,51.8
23-Dec-14,29-Dec-16,7000,2443.6,52.45
24-Dec-14,29-Dec-16,7000,2353.7,63.95
26-Dec-14,29-Dec-16,7000,2369.35,55.75
29-Dec-14,29-Dec-16,7000,2406.2,48.8
30-Dec-14,29-Dec-16,7000,2399.3,42.55
31-Dec-14,29-Dec-16,7000,2429.85,36.5
01-Jan-15,29-Dec-16,7000,2422.5,31.6
02-Jan-15,29-Dec-16,7000,2534.7,36.1
05-Jan-15,29-Dec-16,7000,2507.25,32.2
06-Jan-15,29-Dec-16,7000,2356.1,134.65
07-Jan-15,29-Dec-16,7000,2321.25,125.3
08-Jan-15,29-Dec-16,7000,2454.8,128.9
09-Jan-15,29-Dec-16,7000,2494.7,114.45
12-Jan-15,29-Dec-16,7000,2516.05,101.5
13-Jan-15,29-Dec-16,7000,2483.15,93.6
14-Jan-15,29-Dec-16,7000,2456.15,85.2
15-Jan-15,29-Dec-16,7000,2699.25,124.7
16-Jan-15,29-Dec-16,7000,2703.6,110.75
19-Jan-15,29-Dec-16,7000,2720.4,98.3
20-Jan-15,29-Dec-16,7000,2867.6,102
21-Jan-15,29-Dec-16,7000,2889.9,89.5
22-Jan-15,29-Dec-16,7000,2905.05,78.7
23-Jan-15,29-Dec-16,7000,2976.95,69.8
27-Jan-15,29-Dec-16,7000,3042,62.05
28-Jan-15,29-Dec-16,7000,3028.9,54.55
29-Jan-15,29-Dec-16,7000,3058.95,46.8
30-Jan-15,29-Dec-16,7000,2936.3,65.6
02-Feb-15,29-Dec-16,7000,2909.95,58.35
03-Feb-15,29-Dec-16,7000,2860.7,54.75
04-Feb-15,29-Dec-16,7000,2828.25,49.75
05-Feb-15,29-Dec-16,7000,2803.75,44.25
06-Feb-15,29-Dec-16,7000,2747.05,43
09-Feb-15,29-Dec-16,7000,2628.05,62.9
10-Feb-15,29-Dec-16,7000,2665.85,53.9
11-Feb-15,29-Dec-16,7000,2727.45,47.2
12-Feb-15,29-Dec-16,7000,2809.85,43.55
13-Feb-15,29-Dec-16,7000,2904.4,41.05
16-Feb-15,29-Dec-16,7000,2900.15,35
18-Feb-15,29-Dec-16,7000,2948.3,30.7
19-Feb-15,29-Dec-16,7000,2968.2,25.8
20-Feb-15,29-Dec-16,7000,2904.25,26.1
23-Feb-15,29-Dec-16,7000,2826.25,28.8
24-Feb-15,29-Dec-16,7000,2821.15,24.55
25-Feb-15,29-Dec-16,7000,2822,20.6
26-Feb-15,29-Dec-16,7000,2737.8,24.5
27-Feb-15,29-Dec-16,7000,2909.75,34.9
28-Feb-15,29-Dec-16,7000,2961,30.35
02-Mar-15,29-Dec-16,7000,3010.9,25.95
03-Mar-15,29-Dec-16,7000,3038.5,22.05
04-Mar-15,29-Dec-16,7000,2958.85,23.95
05-Mar-15,29-Dec-16,7000,2958.05,20.4
09-Mar-15,29-Dec-16,7000,2807.2,47.4
10-Mar-15,29-Dec-16,7000,2755.6,45.15
11-Mar-15,29-Dec-16,7000,2741.6,39.25
12-Mar-15,29-Dec-16,7000,2816.65,35.35
13-Mar-15,29-Dec-16,7000,2700.2,50.7
16-Mar-15,29-Dec-16,7000,2675.5,44.85
17-Mar-15,29-Dec-16,7000,2764.65,42
18-Mar-15,29-Dec-16,7000,2720.75,39.1
19-Mar-15,29-Dec-16,7000,2670.05,37.85
20-Mar-15,29-Dec-16,7000,2605.05,39.1
23-Mar-15,29-Dec-16,7000,2575.5,34.85
24-Mar-15,29-Dec-16,7000,2567.6,29.9
25-Mar-15,29-Dec-16,7000,2552.15,25.95
26-Mar-15,29-Dec-16,7000,2400.55,69.75
27-Mar-15,29-Dec-16,7000,2393.1,61.25
30-Mar-15,29-Dec-16,7000,2550.8,71.3
31-Mar-15,29-Dec-16,7000,2536.9,63.3
01-Apr-15,29-Dec-16,7000,2627.3,59.85
06-Apr-15,29-Dec-16,7000,2655.05,56.7
07-Apr-15,29-Dec-16,7000,2645.95,49.65
08-Apr-15,29-Dec-16,7000,2690.35,43.4
09-Apr-15,29-Dec-16,7000,2743.85,38.6
10-Apr-15,29-Dec-16,7000,2739.05,33.1
13-Apr-15,29-Dec-16,7000,2782,28.6
15-Apr-15,29-Dec-16,7000,2704.15,32.1
16-Apr-15,29-Dec-16,7000,2654.75,30.7
17-Apr-15,29-Dec-16,7000,2559.95,38.95
20-Apr-15,29-Dec-16,7000,2432.5,68.4
21-Apr-15,29-Dec-16,7000,2364.5,71.1
22-Apr-15,29-Dec-16,7000,2409.4,62.3
23-Apr-15,29-Dec-16,7000,2370.4,58.15
24-Apr-15,29-Dec-16,7000,2285.75,67.95
27-Apr-15,29-Dec-16,7000,2199.5,78.3
28-Apr-15,29-Dec-16,7000,2262.95,71.35
29-Apr-15,29-Dec-16,7000,2220,68.5
30-Apr-15,29-Dec-16,7000,2159.7,69.9
04-May-15,29-Dec-16,7000,2315.95,81.25
05-May-15,29-Dec-16,7000,2296.3,141.95
06-May-15,29-Dec-16,7000,2162.85,163.9
07-May-15,29-Dec-16,7000,2114,157.15
08-May-15,29-Dec-16,7000,2244.3,156.65
11-May-15,29-Dec-16,7000,2372.4,153.15
12-May-15,29-Dec-16,7000,2242.9,223.35
13-May-15,29-Dec-16,7000,2335.35,208.65
14-May-15,29-Dec-16,7000,2307.8,192.8
15-May-15,29-Dec-16,7000,2327.3,173.55
18-May-15,29-Dec-16,7000,2421.75,162.9
19-May-15,29-Dec-16,7000,2396.75,149.25
20-May-15,29-Dec-16,7000,2435.1,134.4
21-May-15,29-Dec-16,7000,2417.05,121.95
22-May-15,29-Dec-16,7000,2442.3,107.65
25-May-15,29-Dec-16,7000,2352.95,115.15
26-May-15,29-Dec-16,7000,2311.6,108
27-May-15,29-Dec-16,7000,2295.65,97.2
28-May-15,29-Dec-16,7000,2270.2,170.25
29-May-15,29-Dec-16,7000,2380.55,86.85
01-Jun-15,29-Dec-16,7000,2367.35,77.1
02-Jun-15,29-Dec-16,7000,2211.3,142.7
03-Jun-15,29-Dec-16,7000,2131,155.35
04-Jun-15,29-Dec-16,7000,2104.05,190
05-Jun-15,29-Dec-16,7000,2072,134
08-Jun-15,29-Dec-16,7000,1999.6,138.2
09-Jun-15,29-Dec-16,7000,1968.95,128.7
10-Jun-15,29-Dec-16,7000,2062.05,150.05
11-Jun-15,29-Dec-16,7000,1951.55,173.95
12-Jun-15,29-Dec-16,7000,1955.3,156.7
15-Jun-15,29-Dec-16,7000,1965.6,141
16-Jun-15,29-Dec-16,7000,1982.25,190.05
17-Jun-15,29-Dec-16,7000,2018.2,112
18-Jun-15,29-Dec-16,7000,2091.95,103.1
19-Jun-15,29-Dec-16,7000,2133.7,91.1
22-Jun-15,29-Dec-16,7000,2257.55,92.85
23-Jun-15,29-Dec-16,7000,2272.6,148.7
24-Jun-15,29-Dec-16,7000,2243.65,74.9
25-Jun-15,29-Dec-16,7000,2271.7,65.25
26-Jun-15,29-Dec-16,7000,2249.75,58.8
29-Jun-15,29-Dec-16,7000,2192.75,59.3
30-Jun-15,29-Dec-16,7000,2226.6,52.8
01-Jul-15,29-Dec-16,7000,2303.5,49.35
02-Jul-15,29-Dec-16,7000,2284.8,43.9
03-Jul-15,29-Dec-16,7000,2316.5,37.85
06-Jul-15,29-Dec-16,7000,2337.95,32.65
07-Jul-15,29-Dec-16,7000,2314.25,29.05
08-Jul-15,29-Dec-16,7000,2193.9,54.1
09-Jul-15,29-Dec-16,7000,2155.8,50.95
10-Jul-15,29-Dec-16,7000,2180.2,43.8
13-Jul-15,29-Dec-16,7000,2272.75,43.15
14-Jul-15,29-Dec-16,7000,2263.85,37.5
15-Jul-15,29-Dec-16,7000,2330.1,33.6
16-Jul-15,29-Dec-16,7000,2407.5,31.75
17-Jul-15,29-Dec-16,7000,2403.3,27.1
20-Jul-15,29-Dec-16,7000,2380.3,23.65
21-Jul-15,29-Dec-16,7000,2314.2,26.55
22-Jul-15,29-Dec-16,7000,2418.5,27.25
23-Jul-15,29-Dec-16,7000,2369.85,26.35
24-Jul-15,29-Dec-16,7000,2300.95,28.85
27-Jul-15,29-Dec-16,7000,2162.55,59.5
28-Jul-15,29-Dec-16,7000,2133.1,54.55
29-Jul-15,29-Dec-16,7000,2164.1,47.05
30-Jul-15,29-Dec-16,7000,2204.1,40.8
31-Jul-15,29-Dec-16,7000,2312.3,41.9
03-Aug-15,29-Dec-16,7000,2312.35,35.85
04-Aug-15,29-Dec-16,7000,2280.85,32.7
05-Aug-15,29-Dec-16,7000,2323.55,28.35
06-Aug-15,29-Dec-16,7000,2336.7,23.9
07-Aug-15,29-Dec-16,7000,2306.3,21.55
10-Aug-15,29-Dec-16,7000,2258.9,20.65
11-Aug-15,29-Dec-16,7000,2197.9,22.45
12-Aug-15,29-Dec-16,7000,2097.2,35.15
13-Aug-15,29-Dec-16,7000,2098.9,30
14-Aug-15,29-Dec-16,7000,2274.25,43.2
17-Aug-15,29-Dec-16,7000,2226.95,41.1
18-Aug-15,29-Dec-16,7000,2210.05,36.35
19-Aug-15,29-Dec-16,7000,2228.6,31.05
20-Aug-15,29-Dec-16,7000,2122.8,124.7
21-Aug-15,29-Dec-16,7000,2051.55,129.95
24-Aug-15,29-Dec-16,7000,1986.95,476.25
25-Aug-15,29-Dec-16,7000,2021.6,440.6
26-Aug-15,29-Dec-16,7000,1935.65,445.7
27-Aug-15,29-Dec-16,7000,2067.8,301.75
28-Aug-15,29-Dec-16,7000,2087.3,389.95
31-Aug-15,29-Dec-16,7000,2032,372.7
01-Sep-15,29-Dec-16,7000,1912.65,245
02-Sep-15,29-Dec-16,7000,1840.15,237.3
03-Sep-15,29-Dec-16,7000,1912.35,406.2
04-Sep-15,29-Dec-16,7000,1799.15,269.5
07-Sep-15,29-Dec-16,7000,1709.65,253
08-Sep-15,29-Dec-16,7000,1810.55,234.05
09-Sep-15,29-Dec-16,7000,1913.25,219.95
10-Sep-15,29-Dec-16,7000,1550,239.85
11-Sep-15,29-Dec-16,7000,1590,248
14-Sep-15,29-Dec-16,7000,1890.45,215
15-Sep-15,29-Dec-16,7000,1500,215
16-Sep-15,29-Dec-16,7000,1876.85,209
18-Sep-15,29-Dec-16,7000,1930.75,160
21-Sep-15,29-Dec-16,7000,1902.4,263.15
22-Sep-15,29-Dec-16,7000,1791.3,150
23-Sep-15,29-Dec-16,7000,1794.4,195
24-Sep-15,29-Dec-16,7000,1440,214.5
28-Sep-15,29-Dec-16,7000,1714.9,275.3
29-Sep-15,29-Dec-16,7000,1725.15,256.05
30-Sep-15,29-Dec-16,7000,1804.15,240.35
01-Oct-15,29-Dec-16,7000,1500,223.95
05-Oct-15,29-Dec-16,7000,1942.95,223.05
06-Oct-15,29-Dec-16,7000,1952.6,202.75
07-Oct-15,29-Dec-16,7000,1957.55,200
08-Oct-15,29-Dec-16,7000,1902.75,178.95
09-Oct-15,29-Dec-16,7000,1945.15,165
12-Oct-15,29-Dec-16,7000,1889.5,155.8
13-Oct-15,29-Dec-16,7000,1864.85,144.3
14-Oct-15,29-Dec-16,7000,1830.25,140
15-Oct-15,29-Dec-16,7000,1887.85,148.2
16-Oct-15,29-Dec-16,7000,1932.65,130.7
19-Oct-15,29-Dec-16,7000,1954.8,130
20-Oct-15,29-Dec-16,7000,1931.95,125
21-Oct-15,29-Dec-16,7000,1912.7,125
23-Oct-15,29-Dec-16,7000,1946.55,68.85
26-Oct-15,29-Dec-16,7000,1905.4,115
27-Oct-15,29-Dec-16,7000,1872.1,60.65
28-Oct-15,29-Dec-16,7000,1813.25,129.65
29-Oct-15,29-Dec-16,7000,1755.6,149.95
30-Oct-15,29-Dec-16,7000,1707.3,145
02-Nov-15,29-Dec-16,7000,1681.95,59.6
03-Nov-15,29-Dec-16,7000,1682.55,52.3
04-Nov-15,29-Dec-16,7000,1658.2,48.25
05-Nov-15,29-Dec-16,7000,1582.65,59.55
06-Nov-15,29-Dec-16,7000,1573.9,53.2
09-Nov-15,29-Dec-16,7000,1450,160
10-Nov-15,29-Dec-16,7000,1433.55,168.9
11-Nov-15,29-Dec-16,7000,1463.85,78.95
13-Nov-15,29-Dec-16,7000,1350,167.5
16-Nov-15,29-Dec-16,7000,1350,170
17-Nov-15,29-Dec-16,7000,1425,170
18-Nov-15,29-Dec-16,7000,1430,184
19-Nov-15,29-Dec-16,7000,1423,165
20-Nov-15,29-Dec-16,7000,1487.45,160
23-Nov-15,29-Dec-16,7000,1468.7,74.4
24-Nov-15,29-Dec-16,7000,1383.85,167
26-Nov-15,29-Dec-16,7000,1420.85,61.6
27-Nov-15,29-Dec-16,7000,1448.5,55
30-Nov-15,29-Dec-16,7000,1454.05,49.2
01-Dec-15,29-Dec-16,7000,1479.45,42.5
02-Dec-15,29-Dec-16,7000,1455,144.7
03-Dec-15,29-Dec-16,7000,1388,154.35
04-Dec-15,29-Dec-16,7000,1321,163
07-Dec-15,29-Dec-16,7000,1311.4,160
08-Dec-15,29-Dec-16,7000,1233.9,175
09-Dec-15,29-Dec-16,7000,1168.25,185.15
10-Dec-15,29-Dec-16,7000,1222.95,170
11-Dec-15,29-Dec-16,7000,1140.1,190
14-Dec-15,29-Dec-16,7000,1168.7,190
15-Dec-15,29-Dec-16,7000,1245,175
16-Dec-15,29-Dec-16,7000,1263.6,166
17-Dec-15,29-Dec-16,7000,1328.4,146.5
18-Dec-15,29-Dec-16,7000,1259.1,155.2
21-Dec-15,29-Dec-16,7000,1313.3,144.6
22-Dec-15,29-Dec-16,7000,1282.4,146.2
23-Dec-15,29-Dec-16,7000,1350,131.25
24-Dec-15,29-Dec-16,7000,1343.35,128.4
28-Dec-15,29-Dec-16,7000,1385.05,124.7
29-Dec-15,29-Dec-16,7000,1400,125
30-Dec-15,29-Dec-16,7000,1365,125.85
31-Dec-15,29-Dec-16,7000,1360.9,119.1
01-Jan-16,29-Dec-16,7000,1393.4,118.65
04-Jan-16,29-Dec-16,7000,1241,138.35
05-Jan-16,29-Dec-16,7000,1249.9,149.7
06-Jan-16,29-Dec-16,7000,1210.65,159.9
07-Jan-16,29-Dec-16,7000,1102.9,200.15
08-Jan-16,29-Dec-16,7000,1101.8,201.4
11-Jan-16,29-Dec-16,7000,1109.45,215.5
12-Jan-16,29-Dec-16,7000,1083.75,226.35
13-Jan-16,29-Dec-16,7000,1087,210.45
14-Jan-16,29-Dec-16,7000,1083.05,218.65
15-Jan-16,29-Dec-16,7000,995.75,249.75
18-Jan-16,29-Dec-16,7000,932.05,259.1
19-Jan-16,29-Dec-16,7000,962.5,234.25
20-Jan-16,29-Dec-16,7000,903.15,281.9
21-Jan-16,29-Dec-16,7000,865,283.1
22-Jan-16,29-Dec-16,7000,953.45,246.95
25-Jan-16,29-Dec-16,7000,969.45,240.85
27-Jan-16,29-Dec-16,7000,967.5,242.45
28-Jan-16,29-Dec-16,7000,959.45,243.35
29-Jan-16,29-Dec-16,7000,1035.15,215.85
01-Feb-16,29-Dec-16,7000,1025,220.2
02-Feb-16,29-Dec-16,7000,974.65,240.85
03-Feb-16,29-Dec-16,7000,881.8,262.2
04-Feb-16,29-Dec-16,7000,900.25,250.8
05-Feb-16,29-Dec-16,7000,967.05,228.8
08-Feb-16,29-Dec-16,7000,881,253.35
09-Feb-16,29-Dec-16,7000,823.25,273.25
10-Feb-16,29-Dec-16,7000,774.65,313.75
11-Feb-16,29-Dec-16,7000,656.7,424.5
12-Feb-16,29-Dec-16,7000,679.8,438.6
15-Feb-16,29-Dec-16,7000,749.5,351.85
16-Feb-16,29-Dec-16,7000,668.6,374.85
17-Feb-16,29-Dec-16,7000,703.3,352.05
18-Feb-16,29-Dec-16,7000,735,326.25
19-Feb-16,29-Dec-16,7000,757.75,306.6
22-Feb-16,29-Dec-16,7000,762.75,297.4
23-Feb-16,29-Dec-16,7000,696.85,331.2
24-Feb-16,29-Dec-16,7000,635.85,369.3
25-Feb-16,29-Dec-16,7000,603.65,370.05
26-Feb-16,29-Dec-16,7000,639.8,349.8
29-Feb-16,29-Dec-16,7000,589.3,362.2
01-Mar-16,29-Dec-16,7000,728.45,280.25
02-Mar-16,29-Dec-16,7000,833.15,252.6
03-Mar-16,29-Dec-16,7000,879.9,222.65
04-Mar-16,29-Dec-16,7000,887.7,217.75
08-Mar-16,29-Dec-16,7000,885.65,228
09-Mar-16,29-Dec-16,7000,942.95,199.4
10-Mar-16,29-Dec-16,7000,911.85,210.2
11-Mar-16,29-Dec-16,7000,928,202.85
14-Mar-16,29-Dec-16,7000,958.25,192.05
15-Mar-16,29-Dec-16,7000,902.45,198.3
16-Mar-16,29-Dec-16,7000,929,187.55
17-Mar-16,29-Dec-16,7000,927.95,187.2
18-Mar-16,29-Dec-16,7000,994.7,167.2
21-Mar-16,29-Dec-16,7000,1076.6,145.35
22-Mar-16,29-Dec-16,7000,1086.95,146.2
23-Mar-16,29-Dec-16,7000,1105.4,141.9
28-Mar-16,29-Dec-16,7000,1027.4,156.95
29-Mar-16,29-Dec-16,7000,1021.15,165.1
30-Mar-16,29-Dec-16,7000,1103.35,137.7
31-Mar-16,29-Dec-16,7000,1109.1,140.25
01-Apr-16,29-Dec-16,7000,1088.95,150.3
04-Apr-16,29-Dec-16,7000,1120.3,149.75
05-Apr-16,29-Dec-16,7000,989.1,181.85
06-Apr-16,29-Dec-16,7000,984.4,175.15
07-Apr-16,29-Dec-16,7000,932.5,183.65
08-Apr-16,29-Dec-16,7000,929.4,176.5
11-Apr-16,29-Dec-16,7000,1030.5,150.05
12-Apr-16,29-Dec-16,7000,1049.9,141.3
13-Apr-16,29-Dec-16,7000,1193.5,119.45
18-Apr-16,29-Dec-16,7000,1239.25,113.45
20-Apr-16,29-Dec-16,7000,1246.45,109.65
21-Apr-16,29-Dec-16,7000,1216.7,104.2
22-Apr-16,29-Dec-16,7000,1209.9,101.3
25-Apr-16,29-Dec-16,7000,1167,103.75
26-Apr-16,29-Dec-16,7000,1272.35,89.9
27-Apr-16,29-Dec-16,7000,1293.4,88.4
28-Apr-16,29-Dec-16,7000,1169.95,100.35
29-Apr-16,29-Dec-16,7000,1164.3,97.2
02-May-16,29-Dec-16,7000,1114.3,106.65
03-May-16,29-Dec-16,7000,1066,114.65
04-May-16,29-Dec-16,7000,1020.65,120.05
05-May-16,29-Dec-16,7000,1060.85,115.25
06-May-16,29-Dec-16,7000,1039.25,115.85
09-May-16,29-Dec-16,7000,1166.7,92.2
10-May-16,29-Dec-16,7000,1184.25,88.95
11-May-16,29-Dec-16,7000,1129.25,96.6
12-May-16,29-Dec-16,7000,1174.65,88.5
13-May-16,29-Dec-16,7000,1096.15,101.8
16-May-16,29-Dec-16,7000,1152,95.4
17-May-16,29-Dec-16,7000,1160,91.5
18-May-16,29-Dec-16,7000,1135.5,94
19-May-16,29-Dec-16,7000,1065,106.85
20-May-16,29-Dec-16,7000,1043.1,106.15
23-May-16,29-Dec-16,7000,1010.55,105.7
24-May-16,29-Dec-16,7000,1022,99.65
25-May-16,29-Dec-16,7000,1173.6,76.65
26-May-16,29-Dec-16,7000,1284.15,66.3
27-May-16,29-Dec-16,7000,1371.5,64.15
30-May-16,29-Dec-16,7000,1400,62.3
31-May-16,29-Dec-16,7000,1405,62.1
01-Jun-16,29-Dec-16,7000,1414.9,64.3
02-Jun-16,29-Dec-16,7000,1457,57.6
03-Jun-16,29-Dec-16,7000,1445,53.75
06-Jun-16,29-Dec-16,7000,1444.7,52.05
07-Jun-16,29-Dec-16,7000,1496,48.55
08-Jun-16,29-Dec-16,7000,1494.65,48.5
09-Jun-16,29-Dec-16,7000,1454.2,54.65
10-Jun-16,29-Dec-16,7000,1419.65,57.1
13-Jun-16,29-Dec-16,7000,1370,61.4
14-Jun-16,29-Dec-16,7000,1356.7,62.6
15-Jun-16,29-Dec-16,7000,1474.5,57.7
16-Jun-16,29-Dec-16,7000,1404.25,63.05
17-Jun-16,29-Dec-16,7000,1420,61
20-Jun-16,29-Dec-16,7000,1503.9,53.3
21-Jun-16,29-Dec-16,7000,1480,56.15
22-Jun-16,29-Dec-16,7000,1451.1,56.75
23-Jun-16,29-Dec-16,7000,1524.35,49.95
24-Jun-16,29-Dec-16,7000,1327.85,68.6
27-Jun-16,29-Dec-16,7000,1355.2,66.65
28-Jun-16,29-Dec-16,7000,1379.9,63.15
29-Jun-16,29-Dec-16,7000,1442.9,56.8
30-Jun-16,29-Dec-16,7000,1520,46.3
01-Jul-16,29-Dec-16,7000,1559.35,44.75
04-Jul-16,29-Dec-16,7000,1587,42
05-Jul-16,29-Dec-16,7000,1571.15,43.65
07-Jul-16,29-Dec-16,7000,1560.1,44.15
08-Jul-16,29-Dec-16,7000,1535.8,44.85
11-Jul-16,29-Dec-16,7000,1674,35.45
12-Jul-16,29-Dec-16,7000,1720.6,33.8
13-Jul-16,29-Dec-16,7000,1720,32.7
14-Jul-16,29-Dec-16,7000,1781.85,31.5
15-Jul-16,29-Dec-16,7000,1750,32.2
18-Jul-16,29-Dec-16,7000,1732,35.5
19-Jul-16,29-Dec-16,7000,1729.75,31.85
20-Jul-16,29-Dec-16,7000,1784.5,28.25
21-Jul-16,29-Dec-16,7000,1737.75,30
22-Jul-16,29-Dec-16,7000,1760,29.25
25-Jul-16,29-Dec-16,7000,1838,24.7
26-Jul-16,29-Dec-16,7000,1794.6,25.3
27-Jul-16,29-Dec-16,7000,1806.1,24.45
28-Jul-16,29-Dec-16,7000,1844.45,23.05
29-Jul-16,29-Dec-16,7000,1850.6,22.8
01-Aug-16,29-Dec-16,7000,1845.2,24
02-Aug-16,29-Dec-16,7000,1810,25.7
03-Aug-16,29-Dec-16,7000,1750.2,27.75
